1.005310e+00   6.255523e+00   -1.440000e-01   2.381796e-02
1.256637e+00   6.273379e+00   -0.000000e+00   3.045641e-02
1.570796e+00   6.268391e+00   -7.500000e-02   4.195463e-02
2.010619e+00   6.279592e+00   -0.000000e+00   2.425482e-02
2.513274e+00   6.277250e+00   -1.200000e-01   2.312875e-02
3.141593e+00   6.276148e+00   -3.000000e-01   2.021863e-02
4.084070e+00   6.273619e+00   -5.863192e-01   2.700815e-02
5.026548e+00   6.253696e+00   -2.400000e-01   2.396767e-02
6.283185e+00   6.261307e+00   -0.000000e+00   7.079870e-02
1.005310e+01   6.285324e+00   -1.440000e+00   4.507821e-02
1.256637e+01   6.271726e+00   -2.400000e+00   2.444713e-02
1.413717e+01   6.281956e+00   -2.727273e+00   1.398074e-02
