1.005310e+00   8.217167e-01   1.920000e-01   4.653148e-01   5.085759e-03   3.823570e-01   9.987780e-03   1.284668e-02
1.256637e+00   8.375759e-01   -1.800000e-01   4.715516e-01   9.698603e-03   3.949602e-01   1.263563e-02   1.886651e-02
1.570796e+00   8.413091e-01   -5.250000e-01   4.652968e-01   8.636462e-03   3.914585e-01   8.971451e-03   1.428012e-02
2.010619e+00   8.443142e-01   -6.720000e-01   4.045532e-01   1.089101e-02   3.415700e-01   1.134146e-02   1.811599e-02
2.513274e+00   8.505687e-01   -4.800000e-01   3.160204e-01   6.126864e-03   2.687971e-01   9.732226e-03   2.653485e-02
3.141593e+00   9.077223e-01   -9.000000e-01   2.400729e-01   7.142959e-03   2.179195e-01   6.703529e-03   1.059425e-02
4.084070e+00   9.972563e-01   -5.863192e-01   1.842026e-01   4.115753e-03   1.836972e-01   5.967888e-03   5.820167e-02
5.026548e+00   1.044994e+00   -7.200000e-01   1.614432e-01   3.948398e-03   1.687072e-01   1.375405e-02   1.357177e-01
6.283185e+00   1.145615e+00   -1.500000e+00   1.405301e-01   5.621920e-03   1.609934e-01   8.876069e-03   1.107645e-01
1.005310e+01   1.162988e+00   -1.440000e+00   1.137139e-01   2.575966e-03   1.322478e-01   1.240353e-02   1.455511e-01
1.256637e+01   1.491602e+00   -1.200000e+00   9.957111e-02   3.185079e-03   1.485205e-01   5.364178e-03   3.607699e-02
1.413717e+01   1.532286e+00   -2.045455e+00   9.499583e-02   4.529005e-04   1.455608e-01   9.307641e-04   5.459003e-02
