1.005310e+00   4.614035e-02   5.174400e+01   4.703866e-03
1.256637e+00   4.847507e-02   5.856000e+01   6.189949e-03
1.570796e+00   5.654121e-02   6.712500e+01   6.747917e-03
2.010619e+00   6.880515e-02   7.497600e+01   7.909632e-03
2.513274e+00   8.419884e-02   7.956000e+01   8.647191e-03
3.141593e+00   9.557751e-02   9.405000e+01   1.182040e-02
4.084070e+00   1.112741e-01   8.599349e+01   4.498412e-03
5.026548e+00   1.271897e-01   7.152000e+01   1.930089e-02
6.283185e+00   1.561623e-01   7.170000e+01   1.390437e-02
1.005310e+01   2.194936e-01   6.384000e+01   3.767553e-02
1.256637e+01   2.265422e-01   6.540000e+01   1.009027e-02
1.413717e+01   2.445703e-01   6.068182e+01   2.104697e-02
