1.005310e+00   6.256235e+00   -1.440000e-01   2.815632e-02
1.256637e+00   6.254695e+00   -1.800000e-01   3.041521e-02
1.570796e+00   6.246844e+00   -7.500000e-02   2.495895e-02
2.010619e+00   6.248051e+00   -1.920000e-01   2.845570e-02
2.513274e+00   6.241807e+00   -6.000000e-01   2.134340e-02
3.141593e+00   6.225429e+00   -0.000000e+00   5.517006e-02
4.084070e+00   6.174428e+00   -1.954397e-01   4.812322e-02
5.026548e+00   6.174509e+00   -9.600000e-01   2.802713e-02
6.283185e+00   6.166725e+00   -3.000000e-01   1.757817e-02
1.005310e+01   6.201487e+00   -9.600000e-01   6.519454e-02
1.256637e+01   6.141915e+00   -0.000000e+00   2.752020e-02
1.413717e+01   6.144808e+00   -0.000000e+00   4.637700e-02
