1.005310e+00   4.011363e-01   3.292800e+01   9.415296e-01   1.107352e-02   3.776817e-01   1.126988e-02   3.346619e-02
1.256637e+00   4.027134e-01   3.600000e+01   9.749414e-01   1.110284e-02   3.926220e-01   2.763616e-02   4.215758e-02
1.570796e+00   4.239356e-01   3.900000e+01   1.045630e+00   3.383450e-03   4.432797e-01   1.892181e-02   7.187365e-02
2.010619e+00   4.281115e-01   5.222400e+01   1.199362e+00   9.301067e-03   5.134605e-01   5.676034e-02   5.468376e-02
2.513274e+00   4.791107e-01   5.904000e+01   1.442173e+00   1.813011e-02   6.909606e-01   4.399585e-02   5.137544e-02
3.141593e+00   5.694142e-01   7.305000e+01   1.695996e+00   1.585998e-02   9.657244e-01   4.286944e-02   6.568657e-02
4.084070e+00   7.552092e-01   8.951140e+01   1.143054e+00   2.333998e-02   8.632448e-01   4.462015e-02   9.853303e-02
5.026548e+00   9.725947e-01   8.160000e+01   9.324780e-01   2.911187e-02   9.069232e-01   5.200899e-02   1.553972e-01
6.283185e+00   1.222264e+00   6.960000e+01   7.771164e-01   2.502612e-02   9.498410e-01   4.603383e-02   1.857425e-01
1.005310e+01   1.793205e+00   6.912000e+01   5.705481e-01   1.928760e-02   1.023109e+00   6.665478e-02   2.173926e-01
1.256637e+01   2.093951e+00   6.120000e+01   5.095558e-01   1.411047e-02   1.066985e+00   5.759522e-02   2.221011e-01
1.413717e+01   2.490264e+00   5.522727e+01   4.802557e-01   9.189182e-03   1.195963e+00   6.708742e-02   2.743019e-01
