1.005310e+00   8.758017e-01   -1.976640e+02   1.116835e+00   1.204823e-02   9.781259e-01   4.778673e-02   7.016644e-02
1.256637e+00   8.226423e-01   -1.135800e+02   1.068198e+00   2.166547e-02   8.787444e-01   3.082979e-02   5.643411e-02
1.570796e+00   9.134890e-01   1.172250e+02   1.544697e+00   1.505112e-02   1.411064e+00   2.584436e-02   2.868803e-02
2.010619e+00   1.032741e+00   3.273600e+01   1.363302e+00   3.908398e-03   1.407937e+00   5.912838e-02   7.695095e-02
2.513274e+00   6.626496e-01   4.968000e+01   1.748769e+00   1.759956e-02   1.158821e+00   5.658143e-02   8.376182e-02
3.141593e+00   6.389531e-01   1.144500e+02   3.990098e+00   1.230078e-01   2.549486e+00   1.607850e-01   6.812805e-02
4.084070e+00   9.592009e-01   1.254723e+02   1.078478e+01   1.809913e-02   1.034477e+01   2.834045e-01   4.980094e-02
5.026548e+00   9.522444e-01   9.120000e+01   8.568573e+00   1.771334e-01   8.159376e+00   4.098410e-01   7.351126e-02
6.283185e+00   1.192210e+00   7.260000e+01   5.692295e+00   1.943505e-01   6.786414e+00   1.644276e-01   1.405825e-01
1.005310e+01   1.887279e+00   4.896000e+01   3.648489e+00   1.993468e-01   6.885717e+00   7.653445e-01   2.290403e-01
1.256637e+01   2.256773e+00   5.520000e+01   3.106770e+00   7.108723e-02   7.011274e+00   5.661224e-01   2.195412e-01
1.413717e+01   2.213261e+00   -2.727273e+00   3.022366e+00   9.525099e-02   6.689286e+00   4.135426e-01   4.608301e-01
