3.141593e+00   9.643475e-01   9.307500e+01   3.363065e+00   1.224255e-05   3.243164e+00   5.192658e-02   5.165992e-02
6.283185e+00   1.766407e+00   8.175000e+01   3.362625e+00   5.220282e-05   5.939766e+00   9.000761e-02   8.982468e-02
1.256637e+01   3.124409e+00   7.170000e+01   3.361114e+00   3.944389e-04   1.050150e+01   6.815641e-02   1.418457e-01
1.570796e+01   3.628701e+00   5.850000e+01   3.359707e+00   1.646958e-04   1.219137e+01   2.138264e-01   1.387781e-01
1.884956e+01   3.993672e+00   5.368421e+01   3.357930e+00   6.938517e-04   1.341047e+01   3.186378e-01   1.904821e-01
3.141593e+01   5.230235e+00   3.600000e+01   3.348397e+00   1.226686e-03   1.751290e+01   3.022724e-01   2.322754e-01
6.283185e+01   6.021484e+00   -7.500000e+00   3.322756e+00   4.259019e-03   2.000793e+01   4.368274e-04   1.805111e-02
1.570796e+02   6.232227e+00   2.887500e+02   3.119097e+00   1.082744e-02   1.943892e+01   2.976347e-01   1.997111e-01
3.141593e+02   4.810894e+00   -1.050000e+02   2.543542e+00   7.801174e-02   1.223671e+01   8.347523e-01   5.123012e-01
5.026548e+02   2.803410e+00   -1.320000e+02   1.683730e+00   2.221115e-01   4.720186e+00   8.970545e-01   1.278416e+00
6.283185e+02   2.555996e+00   7.500000e+01   1.276582e+00   6.905932e-02   3.262938e+00   5.391322e-01   7.447318e-01
