1.005310e+00   1.512313e+00   2.649600e+01   1.636939e-02
1.256637e+00   1.590472e+00   1.986000e+01   1.081200e-02
1.570796e+00   1.833732e+00   3.450000e+00   8.486647e-03
2.010619e+00   1.810798e+00   -1.257600e+01   8.497406e-03
2.513274e+00   1.922907e+00   -1.776000e+01   6.593260e-03
3.141593e+00   2.225475e+00   -1.950000e+01   2.070321e-02
4.084070e+00   5.563013e+00   -8.892508e+01   7.290137e-02
5.026548e+00   3.018552e+00   -1.420800e+02   2.108592e-01
6.283185e+00   1.101500e+00   -1.698000e+02   1.736066e-01
1.005310e+01   4.817235e-01   -2.088000e+02   3.874343e-02
1.256637e+01   3.431075e-01   -1.206000e+02   4.152491e-02
1.413717e+01   2.940550e-01   -1.118182e+02   3.978336e-02
