3.141593e+00   1.067144e+00   -2.250000e-01   2.216010e-04
6.283185e+00   1.067206e+00   -9.000000e-01   1.182219e-04
1.256637e+01   1.067199e+00   -1.500000e+00   2.132243e-04
1.570796e+01   1.066561e+00   -2.250000e+00   4.828791e-04
1.884956e+01   1.066863e+00   -2.706767e+00   5.830408e-04
3.141593e+01   1.066357e+00   -3.000000e+00   1.498987e-03
6.283185e+01   1.059538e+00   -1.500000e+00   5.806445e-03
1.570796e+02   1.023690e+00   -0.000000e+00   2.922894e-02
3.141593e+02   8.800530e-01   -0.000000e+00   1.906252e-01
5.026548e+02   7.466788e-01   -6.000000e+01   2.579622e-01
6.283185e+02   7.908735e-01   -9.000000e+01   1.804960e-01
