1.005310e+00   7.226014e-01   -2.880000e-01   1.106307e+00   7.970406e-03   7.994187e-01   1.315263e-02   5.677181e-03
1.256637e+00   6.973181e-01   -2.400000e-01   9.923993e-01   1.359544e-02   6.920180e-01   1.310517e-02   8.941098e-03
1.570796e+00   7.173646e-01   -4.500000e-01   1.508746e+00   2.114833e-02   1.082321e+00   9.679239e-03   1.574995e-02
2.010619e+00   9.270920e-01   -4.800000e-01   1.536509e+00   2.336377e-02   1.424485e+00   1.966435e-02   2.142806e-02
2.513274e+00   6.934807e-01   -6.000000e-01   2.444464e+00   2.857971e-02   1.695189e+00   2.356716e-02   5.054429e-03
3.141593e+00   6.557179e-01   -3.000000e-01   5.488311e+00   6.306069e-02   3.598784e+00   5.785554e-02   1.205899e-02
4.084070e+00   7.333992e-01   -3.908795e-01   1.170073e+01   3.274425e-03   8.581304e+00   2.098455e-04   3.279600e-04
5.026548e+00   7.587070e-01   -7.200000e-01   1.090643e+01   2.612392e-01   8.274781e+00   1.845130e-01   1.303064e-02
6.283185e+00   7.998852e-01   -6.000000e-01   7.668806e+00   1.636390e-01   6.134165e+00   1.646558e-01   1.801227e-02
1.005310e+01   8.475442e-01   -2.880000e+00   4.654110e+00   1.307115e-01   3.944564e+00   2.346619e-01   6.793063e-02
1.256637e+01   8.524760e-01   -3.600000e+00   4.096539e+00   1.516181e-01   3.492201e+00   3.109968e-01   1.025844e-01
1.413717e+01   8.994185e-01   -0.000000e+00   3.922814e+00   1.642030e-01   3.528252e+00   4.425368e-01   2.201897e-01
