Time	(10) Kp*error	(13) Kd*de/dt	(14) Kp*e+Kd*de/dt CCW	
0.2248	-0.05983371	-0.05997926	-0.05986617	
0.225	-0.05981134	-0.05997417	-0.05985906	
0.2252	-0.05979001	-0.05996589	-0.05984972	
0.2254	-0.05977025	-0.05995489	-0.05983813	
0.2256	-0.05975253	-0.05994165	-0.05982438	
0.2258	-0.0597373	-0.05992667	-0.05980866	
0.226	-0.05972494	-0.05991042	-0.05979124	
0.2262	-0.05971575	-0.05989341	-0.05977244	
0.2264	-0.05971001	-0.05987611	-0.05975266	
0.2266	-0.05970791	-0.05985898	-0.05973232	
0.2268	-0.05970957	-0.05984246	-0.05971188	
0.227	-0.05971506	-0.05982696	-0.05969182	
0.2272	-0.05972436	-0.05981288	-0.05967261	
0.2274	-0.0597374	-0.05980056	-0.05965473	
0.2276	-0.05975405	-0.05979031	-0.05963863	
0.2278	-0.05977409	-0.05978239	-0.05962474	
0.228	-0.05979559	-0.05977703	-0.05961346	
0.2282	-0.05981504	-0.0597744	-0.05960497	
0.2284	-0.05983264	-0.05977454	-0.05959907	
0.2286	-0.05984857	-0.05977753	-0.05959561	
0.2288	-0.05986298	-0.0597834	-0.05959448	
0.229	-0.05987602	-0.05979213	-0.05959561	
0.2292	-0.05988782	-0.05980365	-0.05959894	
0.2294	-0.05989849	-0.05981632	-0.05960442	
0.2296	-0.05990815	-0.05983021	-0.05961185	
0.2298	-0.05991689	-0.05984538	-0.05962107	
0.23	-0.0599248	-0.05986009	-0.05963194	
0.2302	-0.05993196	-0.05987341	-0.05964418	
0.2304	-0.05993843	-0.05988545	-0.05965741	
0.2306	-0.05994429	-0.05989635	-0.05967135	
0.2308	-0.05994959	-0.05990622	-0.05968574	
0.231	-0.05995439	-0.05991514	-0.05970036	
0.2312	-0.05995873	-0.05992322	-0.05971505	
0.2314	-0.05996266	-0.05993053	-0.05972965	
0.2316	-0.05996621	-0.05993713	-0.05974406	
0.2318	-0.05996943	-0.05994312	-0.05975816	
0.232	-0.05997233	-0.05994853	-0.05977191	
0.2322	-0.05997497	-0.05995343	-0.05978522	
0.2324	-0.05997735	-0.05995786	-0.05979807	
0.2326	-0.05997951	-0.05996187	-0.05981041	
0.2328	-0.05998146	-0.0599655	-0.05982224	
0.233	-0.05998243	-0.05996878	-0.05983353	
0.2332	-0.05997827	-0.05997175	-0.0598442	
0.2334	-0.05996958	-0.05997444	-0.05985372	
0.2336	-0.05995696	-0.05997687	-0.0598617	
0.2338	-0.05994104	-0.05997907	-0.05986784	
0.234	-0.05992246	-0.05998107	-0.05987195	
0.2342	-0.05990186	-0.05998287	-0.0598739	
0.2344	-0.05987988	-0.05998301	-0.05987367	
0.2346	-0.05985715	-0.05998173	-0.05987114	
0.2348	-0.0598343	-0.0599793	-0.05986632	
0.235	-0.05981191	-0.05997431	-0.05985926	
0.2352	-0.05979054	-0.0599661	-0.05984998	
0.2354	-0.05977074	-0.05995517	-0.05983844	
0.2356	-0.05975296	-0.05994198	-0.05982475	
0.2358	-0.05973767	-0.05992704	-0.05980907	
0.236	-0.05972522	-0.05991082	-0.05979168	
0.2362	-0.05971595	-0.05989382	-0.05977292	
0.2364	-0.05971012	-0.05987652	-0.05975315	
0.2366	-0.05970792	-0.05985938	-0.05973282	
0.2368	-0.05970949	-0.05984284	-0.05971238	
0.237	-0.05971488	-0.05982732	-0.0596923	
0.2372	-0.05972408	-0.0598132	-0.05967307	
0.2374	-0.05973703	-0.05980083	-0.05965514	
0.2376	-0.05975359	-0.05979052	-0.05963899	
0.2378	-0.05977355	-0.05978254	-0.05962504	
0.238	-0.0597951	-0.05977711	-0.05961369	
0.2382	-0.05981459	-0.05977441	-0.05960514	
0.2384	-0.05983224	-0.05977448	-0.05959917	
0.2386	-0.0598482	-0.0597774	-0.05959566	
0.2388	-0.05986265	-0.05978319	-0.05959447	
0.239	-0.05987572	-0.05979186	-0.05959555	
0.2392	-0.05988755	-0.0598033	-0.05959882	
0.2394	-0.05989825	-0.05981593	-0.05960425	
0.2396	-0.05990793	-0.05982979	-0.05961163	
0.2398	-0.05991669	-0.05984493	-0.0596208	
0.24	-0.05992462	-0.05985969	-0.05963163	
0.2402	-0.05993179	-0.05987304	-0.05964383	
0.2404	-0.05993829	-0.05988512	-0.05965704	
0.2406	-0.05994416	-0.05989606	-0.05967097	
0.2408	-0.05994947	-0.05990595	-0.05968535	
0.241	-0.05995428	-0.05991489	-0.05969996	
0.2412	-0.05995863	-0.05992299	-0.05971465	
0.2414	-0.05996257	-0.05993032	-0.05972926	
0.2416	-0.05996613	-0.05993695	-0.05974367	
0.2418	-0.05996935	-0.05994295	-0.05975778	
0.242	-0.05997227	-0.05994838	-0.05977154	
0.2422	-0.05997491	-0.05995329	-0.05978486	
0.2424	-0.0599773	-0.05995774	-0.05979772	
0.2426	-0.05997946	-0.05996176	-0.05981008	
0.2428	-0.05998141	-0.0599654	-0.05982192	
0.243	-0.05998252	-0.05996869	-0.05983323	
0.2432	-0.05997848	-0.05997167	-0.05984392	
0.2434	-0.05996989	-0.05997437	-0.05985349	
0.2436	-0.05995736	-0.05997681	-0.05986152	
0.2438	-0.05994151	-0.05997901	-0.05986771	
0.244	-0.05992299	-0.05998101	-0.05987187	
0.2442	-0.05990243	-0.05998282	-0.05987388	
0.2444	-0.05988047	-0.059983	-0.05987371	
0.2446	-0.05985775	-0.05998174	-0.05987124	
0.2448	-0.05983489	-0.05997934	-0.05986647	
0.245	-0.05981248	-0.05997444	-0.05985947	
0.2452	-0.05979108	-0.05996631	-0.05985024	
0.2454	-0.05977123	-0.05995544	-0.05983876	
0.2456	-0.0597534	-0.05994231	-0.05982511	
0.2458	-0.05973803	-0.05992741	-0.05980949	
0.246	-0.05972551	-0.05991122	-0.05979214	
0.2462	-0.05971616	-0.05989424	-0.0597734	
0.2464	-0.05971023	-0.05987694	-0.05975366	
0.2466	-0.05970794	-0.05985979	-0.05973333	
0.2468	-0.05970941	-0.05984323	-0.05971289	
0.247	-0.0597147	-0.05982768	-0.0596928	
0.2472	-0.05972381	-0.05981352	-0.05967353	
0.2474	-0.05973667	-0.0598011	-0.05965557	
0.2476	-0.05975313	-0.05979074	-0.05963937	
0.2478	-0.059773	-0.0597827	-0.05962536	
0.248	-0.0597946	-0.0597772	-0.05961394	
0.2482	-0.05981415	-0.05977443	-0.05960532	
0.2484	-0.05983184	-0.05977443	-0.05959929	
0.2486	-0.05984784	-0.05977727	-0.05959571	
0.2488	-0.05986232	-0.05978299	-0.05959447	
0.249	-0.05987542	-0.05979158	-0.05959549	
0.2492	-0.05988728	-0.05980296	-0.05959871	
0.2494	-0.059898	-0.05981556	-0.05960408	
0.2496	-0.05990771	-0.05982939	-0.05961141	
0.2498	-0.05991649	-0.05984449	-0.05962054	
0.25	-0.05992444	-0.05985929	-0.05963133	
0.2502	-0.05993163	-0.05987268	-0.0596435	
0.2504	-0.05993814	-0.05988479	-0.05965668	
0.2506	-0.05994402	-0.05989576	-0.05967059	
0.2508	-0.05994935	-0.05990568	-0.05968496	
0.251	-0.05995417	-0.05991466	-0.05969957	
0.2512	-0.05995853	-0.05992278	-0.05971426	
0.2514	-0.05996248	-0.05993012	-0.05972887	
0.2516	-0.05996605	-0.05993677	-0.05974329	
0.2518	-0.05996928	-0.05994279	-0.05975742	
0.252	-0.0599722	-0.05994824	-0.05977118	
0.2522	-0.05997485	-0.05995316	-0.05978452	
0.2524	-0.05997724	-0.05995762	-0.05979739	
0.2526	-0.05997941	-0.05996165	-0.05980976	
0.2528	-0.05998137	-0.0599653	-0.05982161	
0.253	-0.0599826	-0.0599686	-0.05983293	
0.2532	-0.05997869	-0.05997159	-0.05984366	
0.2534	-0.0599702	-0.05997429	-0.05985326	
0.2536	-0.05995776	-0.05997674	-0.05986134	
0.2538	-0.05994198	-0.05997895	-0.05986758	
0.254	-0.05992351	-0.05998095	-0.0598718	
0.2542	-0.05990299	-0.05998277	-0.05987386	
0.2544	-0.05988107	-0.05998299	-0.05987375	
0.2546	-0.05985836	-0.05998177	-0.05987134	
0.2548	-0.05983549	-0.05997939	-0.05986663	
0.255	-0.05981306	-0.05997458	-0.05985968	
0.2552	-0.05979163	-0.05996653	-0.05985051	
0.2554	-0.05977172	-0.05995573	-0.05983908	
0.2556	-0.05975384	-0.05994265	-0.05982549	
0.2558	-0.0597384	-0.05992778	-0.0598099	
0.256	-0.0597258	-0.05991162	-0.0597926	
0.2562	-0.05971636	-0.05989466	-0.05977388	
0.2564	-0.05971035	-0.05987737	-0.05975416	
0.2566	-0.05970796	-0.05986021	-0.05973385	
0.2568	-0.05970933	-0.05984363	-0.0597134	
0.257	-0.05971453	-0.05982805	-0.05969329	
0.2572	-0.05972354	-0.05981385	-0.059674	
0.2574	-0.0597363	-0.05980138	-0.059656	
0.2576	-0.05975267	-0.05979096	-0.05963975	
0.2578	-0.05977246	-0.05978286	-0.05962568	
0.258	-0.05979412	-0.0597773	-0.05961419	
0.2582	-0.05981371	-0.05977446	-0.0596055	
0.2584	-0.05983144	-0.05977438	-0.05959941	
0.2586	-0.05984748	-0.05977715	-0.05959577	
0.2588	-0.05986199	-0.0597828	-0.05959448	
0.259	-0.05987512	-0.05979131	-0.05959544	
0.2592	-0.05988701	-0.05980262	-0.05959861	
0.2594	-0.05989776	-0.05981519	-0.05960392	
0.2596	-0.05990749	-0.05982899	-0.05961121	
0.2598	-0.0599163	-0.05984405	-0.05962028	
0.26	-0.05992426	-0.0598589	-0.05963103	
0.2602	-0.05993147	-0.05987232	-0.05964316	
0.2604	-0.05993799	-0.05988447	-0.05965633	
0.2606	-0.05994389	-0.05989547	-0.05967022	
0.2608	-0.05994923	-0.05990541	-0.05968458	
0.261	-0.05995406	-0.05991442	-0.05969919	
0.2612	-0.05995843	-0.05992256	-0.05971388	
0.2614	-0.05996239	-0.05992993	-0.05972849	
0.2616	-0.05996597	-0.0599366	-0.05974291	
0.2618	-0.05996921	-0.05994263	-0.05975705	
0.262	-0.05997214	-0.05994809	-0.05977082	
0.2622	-0.05997479	-0.05995303	-0.05978417	
0.2624	-0.05997719	-0.0599575	-0.05979706	
0.2626	-0.05997936	-0.05996155	-0.05980944	
0.2628	-0.05998132	-0.0599652	-0.05982131	
0.263	-0.05998269	-0.05996852	-0.05983264	
0.2632	-0.05997889	-0.05997151	-0.05984339	
0.2634	-0.05997051	-0.05997422	-0.05985304	
0.2636	-0.05995816	-0.05997667	-0.05986116	
0.2638	-0.05994245	-0.05997889	-0.05986746	
0.264	-0.05992404	-0.0599809	-0.05987173	
0.2642	-0.05990356	-0.05998272	-0.05987385	
0.2644	-0.05988166	-0.05998298	-0.05987379	
0.2646	-0.05985896	-0.05998179	-0.05987144	
0.2648	-0.05983609	-0.05997944	-0.05986678	
0.265	-0.05981364	-0.05997472	-0.05985989	
0.2652	-0.05979217	-0.05996675	-0.05985077	
0.2654	-0.05977222	-0.05995601	-0.05983941	
0.2656	-0.05975427	-0.05994299	-0.05982586	
0.2658	-0.05973877	-0.05992816	-0.05981033	
0.266	-0.05972609	-0.05991203	-0.05979306	
0.2662	-0.05971657	-0.05989508	-0.05977438	
0.2664	-0.05971047	-0.05987779	-0.05975467	
0.2666	-0.05970798	-0.05986063	-0.05973437	
0.2668	-0.05970926	-0.05984403	-0.05971392	
0.267	-0.05971435	-0.05982842	-0.05969379	
0.2672	-0.05972327	-0.05981418	-0.05967448	
0.2674	-0.05973594	-0.05980166	-0.05965644	
0.2676	-0.05975222	-0.05979119	-0.05964014	
0.2678	-0.05977193	-0.05978303	-0.05962601	
0.268	-0.05979363	-0.0597774	-0.05961444	
0.2682	-0.05981327	-0.05977449	-0.05960569	
0.2684	-0.05983104	-0.05977434	-0.05959954	
0.2686	-0.05984712	-0.05977703	-0.05959585	
0.2688	-0.05986167	-0.05978261	-0.05959449	
0.269	-0.05987483	-0.05979105	-0.0595954	
0.2692	-0.05988674	-0.05980228	-0.05959851	
0.2694	-0.05989752	-0.05981482	-0.05960377	
0.2696	-0.05990727	-0.05982859	-0.059611	
0.2698	-0.0599161	-0.05984363	-0.05962004	
0.27	-0.05992408	-0.05985851	-0.05963074	
0.2702	-0.0599313	-0.05987197	-0.05964284	
0.2704	-0.05993784	-0.05988416	-0.05965598	
0.2706	-0.05994376	-0.05989518	-0.05966986	
0.2708	-0.05994911	-0.05990515	-0.05968421	
0.271	-0.05995395	-0.05991418	-0.05969881	
0.2712	-0.05995834	-0.05992235	-0.0597135	
0.2714	-0.0599623	-0.05992974	-0.05972812	
0.2716	-0.05996589	-0.05993642	-0.05974254	
0.2718	-0.05996913	-0.05994247	-0.05975669	
0.272	-0.05997207	-0.05994795	-0.05977047	
0.2722	-0.05997473	-0.0599529	-0.05978383	
0.2724	-0.05997713	-0.05995738	-0.05979673	
0.2726	-0.05997931	-0.05996144	-0.05980913	
0.2728	-0.05998128	-0.05996511	-0.05982101	
0.273	-0.05998278	-0.05996843	-0.05983235	
0.2732	-0.0599791	-0.05997143	-0.05984313	
0.2734	-0.05997082	-0.05997415	-0.05985281	
0.2736	-0.05995855	-0.05997661	-0.05986098	
0.2738	-0.05994293	-0.05997884	-0.05986733	
0.274	-0.05992457	-0.05998085	-0.05987166	
0.2742	-0.05990414	-0.05998267	-0.05987384	
0.2744	-0.05988225	-0.05998297	-0.05987384	
0.2746	-0.05985957	-0.05998182	-0.05987155	
0.2748	-0.05983669	-0.05997949	-0.05986694	
0.275	-0.05981422	-0.05997486	-0.05986011	
0.2752	-0.05979272	-0.05996697	-0.05985105	
0.2754	-0.05977272	-0.0599563	-0.05983973	
0.2756	-0.05975472	-0.05994333	-0.05982624	
0.2758	-0.05973915	-0.05992854	-0.05981075	
0.276	-0.05972639	-0.05991244	-0.05979352	
0.2762	-0.05971678	-0.05989551	-0.05977488	
0.2764	-0.05971059	-0.05987822	-0.05975519	
0.2766	-0.05970801	-0.05986105	-0.0597349	
0.2768	-0.05970919	-0.05984443	-0.05971444	
0.277	-0.05971418	-0.05982879	-0.05969431	
0.2772	-0.059723	-0.05981451	-0.05967496	
0.2774	-0.05973557	-0.05980195	-0.05965688	
0.2776	-0.05975177	-0.05979142	-0.05964053	
0.2778	-0.05977139	-0.0597832	-0.05962634	
0.278	-0.05979314	-0.05977751	-0.05961471	
0.2782	-0.05981283	-0.05977452	-0.05960589	
0.2784	-0.05983064	-0.0597743	-0.05959968	
0.2786	-0.05984676	-0.05977692	-0.05959592	
0.2788	-0.05986134	-0.05978242	-0.05959451	
0.279	-0.05987454	-0.05979079	-0.05959536	
0.2792	-0.05988647	-0.05980195	-0.05959841	
0.2794	-0.05989728	-0.05981446	-0.05960362	
0.2796	-0.05990705	-0.0598282	-0.05961081	
0.2798	-0.0599159	-0.0598432	-0.0596198	
0.28	-0.0599239	-0.05985812	-0.05963045	
0.2802	-0.05993114	-0.05987163	-0.05964252	
0.2804	-0.0599377	-0.05988384	-0.05965564	
0.2806	-0.05994362	-0.05989489	-0.0596695	
0.2808	-0.05994899	-0.0599049	-0.05968384	
0.281	-0.05995385	-0.05991395	-0.05969844	
0.2812	-0.05995824	-0.05992214	-0.05971313	
0.2814	-0.05996221	-0.05992955	-0.05972774	
0.2816	-0.05996581	-0.05993625	-0.05974218	
0.2818	-0.05996906	-0.05994232	-0.05975633	
0.282	-0.05997201	-0.05994781	-0.05977012	
0.2822	-0.05997467	-0.05995277	-0.0597835	
0.2824	-0.05997708	-0.05995727	-0.0597964	
0.2826	-0.05997926	-0.05996133	-0.05980882	
0.2828	-0.05998123	-0.05996501	-0.05982071	
0.283	-0.05998287	-0.05996834	-0.05983207	
0.2832	-0.0599793	-0.05997135	-0.05984288	
0.2834	-0.05997113	-0.05997408	-0.0598526	
0.2836	-0.05995896	-0.05997655	-0.05986081	
0.2838	-0.0599434	-0.05997878	-0.05986721	
0.284	-0.0599251	-0.0599808	-0.0598716	
0.2842	-0.05990471	-0.05998263	-0.05987383	
0.2844	-0.05988285	-0.05998297	-0.05987389	
0.2846	-0.05986017	-0.05998184	-0.05987165	
0.2848	-0.05983729	-0.05997954	-0.05986711	
0.285	-0.0598148	-0.059975	-0.05986032	
0.2852	-0.05979327	-0.05996719	-0.05985132	
0.2854	-0.05977323	-0.05995659	-0.05984006	
0.2856	-0.05975516	-0.05994367	-0.05982662	
0.2858	-0.05973952	-0.05992893	-0.05981118	
0.286	-0.05972669	-0.05991285	-0.05979399	
0.2862	-0.059717	-0.05989594	-0.05977537	
0.2864	-0.05971071	-0.05987865	-0.05975571	
0.2866	-0.05970804	-0.05986147	-0.05973542	
0.2868	-0.05970912	-0.05984484	-0.05971497	
0.287	-0.05971402	-0.05982916	-0.05969482	
0.2872	-0.05972274	-0.05981485	-0.05967544	
0.2874	-0.05973522	-0.05980224	-0.05965733	
0.2876	-0.05975132	-0.05979166	-0.05964093	
0.2878	-0.05977086	-0.05978337	-0.05962667	
0.288	-0.05979266	-0.05977761	-0.05961497	
0.2882	-0.05981239	-0.05977456	-0.05960609	
0.2884	-0.05983025	-0.05977426	-0.05959982	
0.2886	-0.0598464	-0.05977681	-0.059596	
0.2888	-0.05986102	-0.05978224	-0.05959453	
0.289	-0.05987424	-0.05979053	-0.05959533	
0.2892	-0.05988621	-0.05980162	-0.05959833	
0.2894	-0.05989704	-0.05981411	-0.05960348	
0.2896	-0.05990684	-0.0598278	-0.05961062	
0.2898	-0.0599157	-0.05984278	-0.05961956	
0.29	-0.05992373	-0.05985774	-0.05963017	
0.2902	-0.05993098	-0.05987128	-0.05964221	
0.2904	-0.05993755	-0.05988353	-0.0596553	
0.2906	-0.05994349	-0.05989461	-0.05966915	
0.2908	-0.05994887	-0.05990464	-0.05968348	
0.291	-0.05995374	-0.05991371	-0.05969807	
0.2912	-0.05995814	-0.05992192	-0.05971276	
0.2914	-0.05996212	-0.05992936	-0.05972738	
0.2916	-0.05996573	-0.05993608	-0.05974182	
0.2918	-0.05996899	-0.05994216	-0.05975597	
0.292	-0.05997194	-0.05994767	-0.05976978	
0.2922	-0.05997461	-0.05995265	-0.05978316	
0.2924	-0.05997702	-0.05995715	-0.05979608	
0.2926	-0.05997921	-0.05996123	-0.05980851	
0.2928	-0.05998119	-0.05996492	-0.05982041	
0.293	-0.05998296	-0.05996826	-0.05983179	
0.2932	-0.05997951	-0.05997128	-0.05984262	
0.2934	-0.05997144	-0.05997401	-0.05985238	
0.2936	-0.05995936	-0.05997648	-0.05986064	
0.2938	-0.05994387	-0.05997872	-0.0598671	
0.294	-0.05992563	-0.05998075	-0.05987153	
0.2942	-0.05990528	-0.05998258	-0.05987383	
0.2944	-0.05988345	-0.05998296	-0.05987394	
0.2946	-0.05986078	-0.05998187	-0.05987176	
0.2948	-0.0598379	-0.0599796	-0.05986727	
0.295	-0.05981538	-0.05997515	-0.05986054	
0.2952	-0.05979382	-0.05996742	-0.05985159	
0.2954	-0.05977373	-0.05995688	-0.05984039	
0.2956	-0.05975561	-0.05994401	-0.05982701	
0.2958	-0.0597399	-0.05992931	-0.05981161	
0.296	-0.05972699	-0.05991327	-0.05979446	
0.2962	-0.05971722	-0.05989636	-0.05977588	
0.2964	-0.05971084	-0.05987909	-0.05975623	
0.2966	-0.05970807	-0.0598619	-0.05973596	
0.2968	-0.05970905	-0.05984525	-0.0597155	
0.297	-0.05971386	-0.05982954	-0.05969533	
0.2972	-0.05972248	-0.05981519	-0.05967594	
0.2974	-0.05973486	-0.05980254	-0.05965778	
0.2976	-0.05975088	-0.0597919	-0.05964133	
0.2978	-0.05977033	-0.05978355	-0.05962702	
0.298	-0.05979218	-0.05977773	-0.05961524	
0.2982	-0.05981196	-0.0597746	-0.0596063	
0.2984	-0.05982985	-0.05977423	-0.05959996	
0.2986	-0.05984605	-0.0597767	-0.05959609	
0.2988	-0.0598607	-0.05978205	-0.05959456	
0.299	-0.05987395	-0.05979028	-0.0595953	
0.2992	-0.05988595	-0.0598013	-0.05959824	
0.2994	-0.0598968	-0.05981375	-0.05960334	
0.2996	-0.05990662	-0.05982742	-0.05961043	
0.2998	-0.05991551	-0.05984236	-0.05961933	
0.3	-0.05992355	-0.05985736	-0.0596299	
0.3002	-0.05993082	-0.05987093	-0.0596419	
0.3004	-0.05993741	-0.05988321	-0.05965497	
0.3006	-0.05994336	-0.05989433	-0.0596688	
0.3008	-0.05994875	-0.05990439	-0.05968312	
0.301	-0.05995363	-0.05991349	-0.05969771	
0.3012	-0.05995804	-0.05992172	-0.05971239	
0.3014	-0.05996203	-0.05992917	-0.05972701	
0.3016	-0.05996565	-0.05993591	-0.05974146	
0.3018	-0.05996892	-0.05994201	-0.05975562	
0.302	-0.05997188	-0.05994752	-0.05976944	
0.3022	-0.05997455	-0.05995252	-0.05978283	
0.3024	-0.05997697	-0.05995704	-0.05979576	
0.3026	-0.05997916	-0.05996113	-0.0598082	
0.3028	-0.05998115	-0.05996482	-0.05982012	
0.303	-0.05998294	-0.05996817	-0.05983151	
0.3032	-0.05997963	-0.0599712	-0.05984236	
0.3034	-0.05997167	-0.05997394	-0.05985215	
0.3036	-0.05995968	-0.05997642	-0.05986045	
0.3038	-0.05994428	-0.05997866	-0.05986695	
0.304	-0.0599261	-0.05998069	-0.05987144	
0.3042	-0.0599058	-0.05998253	-0.05987378	
0.3044	-0.059884	-0.05998295	-0.05987395	
0.3046	-0.05986135	-0.0599819	-0.05987183	
0.3048	-0.05983846	-0.05997965	-0.0598674	
0.305	-0.05981593	-0.05997529	-0.05986072	
0.3052	-0.05979434	-0.05996763	-0.05985183	
0.3054	-0.05977421	-0.05995716	-0.05984068	
0.3056	-0.05975603	-0.05994434	-0.05982735	
0.3058	-0.05974026	-0.05992968	-0.059812	
0.306	-0.05972727	-0.05991367	-0.05979489	
0.3062	-0.05971741	-0.05989678	-0.05977634	
0.3064	-0.05971095	-0.0598795	-0.05975671	
0.3066	-0.05970809	-0.05986231	-0.05973645	
0.3068	-0.05970898	-0.05984564	-0.05971599	
0.307	-0.05971368	-0.05982991	-0.05969581	
0.3072	-0.05972221	-0.05981551	-0.05967639	
0.3074	-0.0597345	-0.05980281	-0.05965819	
0.3076	-0.05975042	-0.05979212	-0.05964169	
0.3078	-0.05976979	-0.05978372	-0.05962732	
0.308	-0.0597917	-0.05977783	-0.05961548	
0.3082	-0.05981152	-0.05977463	-0.05960647	
0.3084	-0.05982945	-0.0597742	-0.05960008	
0.3086	-0.05984569	-0.0597766	-0.05959615	
0.3088	-0.05986037	-0.05978189	-0.05959457	
0.309	-0.05987366	-0.05979004	-0.05959525	
0.3092	-0.05988568	-0.059801	-0.05959814	
0.3094	-0.05989656	-0.05981342	-0.0596032	
0.3096	-0.0599064	-0.05982706	-0.05961023	
0.3098	-0.05991531	-0.05984197	-0.05961908	
0.31	-0.05992337	-0.05985701	-0.05962962	
0.3102	-0.05993066	-0.05987062	-0.0596416	
0.3104	-0.05993726	-0.05988293	-0.05965465	
0.3106	-0.05994323	-0.05989407	-0.05966846	
0.3108	-0.05994863	-0.05990415	-0.05968276	
0.311	-0.05995352	-0.05991327	-0.05969735	
0.3112	-0.05995794	-0.05992153	-0.05971203	
0.3114	-0.05996194	-0.05992899	-0.05972666	
0.3116	-0.05996557	-0.05993575	-0.05974111	
0.3118	-0.05996884	-0.05994187	-0.05975528	
0.312	-0.05997181	-0.0599474	-0.05976911	
0.3122	-0.05997449	-0.0599524	-0.05978251	
0.3124	-0.05997692	-0.05995693	-0.05979546	
0.3126	-0.05997911	-0.05996103	-0.05980791	
0.3128	-0.0599811	-0.05996474	-0.05981984	
0.313	-0.0599829	-0.0599681	-0.05983124	
0.3132	-0.05997972	-0.05997113	-0.0598421	
0.3134	-0.05997188	-0.05997388	-0.05985191	
0.3136	-0.05995999	-0.05997637	-0.05986025	
0.3138	-0.05994467	-0.05997861	-0.0598668	
0.314	-0.05992656	-0.05998065	-0.05987133	
0.3142	-0.0599063	-0.05998249	-0.05987374	
0.3144	-0.05988454	-0.05998295	-0.05987395	
0.3146	-0.0598619	-0.05998193	-0.05987189	
0.3148	-0.05983901	-0.05997971	-0.05986752	
0.315	-0.05981647	-0.05997543	-0.05986089	
0.3152	-0.05979485	-0.05996785	-0.05985206	
0.3154	-0.05977468	-0.05995744	-0.05984097	
0.3156	-0.05975645	-0.05994467	-0.05982769	
0.3158	-0.05974061	-0.05993005	-0.05981239	
0.316	-0.05972755	-0.05991406	-0.05979532	
0.3162	-0.05971761	-0.05989719	-0.05977679	
0.3164	-0.05971106	-0.05987992	-0.05975719	
0.3166	-0.05970811	-0.05986272	-0.05973694	
0.3168	-0.0597089	-0.05984603	-0.05971647	
0.317	-0.05971351	-0.05983027	-0.05969628	
0.3172	-0.05972194	-0.05981584	-0.05967683	
0.3174	-0.05973414	-0.05980309	-0.05965861	
0.3176	-0.05974997	-0.05979235	-0.05964205	
0.3178	-0.05976925	-0.05978388	-0.05962763	
0.318	-0.05979121	-0.05977793	-0.05961572	
0.3182	-0.05981108	-0.05977466	-0.05960664	
0.3184	-0.05982906	-0.05977417	-0.05960019	
0.3186	-0.05984532	-0.05977651	-0.0595962	
0.3188	-0.05986005	-0.05978174	-0.05959457	
0.319	-0.05987336	-0.05978983	-0.0595952	
0.3192	-0.05988542	-0.05980072	-0.05959805	
0.3194	-0.05989632	-0.05981312	-0.05960305	
0.3196	-0.05990618	-0.05982672	-0.05961004	
0.3198	-0.05991511	-0.05984161	-0.05961886	
0.32	-0.05992319	-0.05985668	-0.05962935	
0.3202	-0.0599305	-0.05987032	-0.0596413	
0.3204	-0.05993712	-0.05988266	-0.05965433	
0.3206	-0.0599431	-0.05989382	-0.05966812	
0.3208	-0.05994852	-0.05990393	-0.05968243	
0.321	-0.05995341	-0.05991307	-0.05969701	
0.3212	-0.05995785	-0.05992134	-0.05971169	
0.3214	-0.05996186	-0.05992883	-0.05972632	
0.3216	-0.05996549	-0.0599356	-0.05974077	
0.3218	-0.05996877	-0.05994173	-0.05975496	
0.322	-0.05997174	-0.05994727	-0.05976879	
0.3222	-0.05997443	-0.05995229	-0.0597822	
0.3224	-0.05997686	-0.05995683	-0.05979516	
0.3226	-0.05997907	-0.05996094	-0.05980762	
0.3228	-0.05998106	-0.05996466	-0.05981957	
0.323	-0.05998286	-0.05996802	-0.05983098	
0.3232	-0.05997981	-0.05997106	-0.05984186	
0.3234	-0.05997209	-0.05997382	-0.05985169	
0.3236	-0.05996029	-0.05997631	-0.05986007	
0.3238	-0.05994505	-0.05997856	-0.05986666	
0.324	-0.05992701	-0.0599806	-0.05987125	
0.3242	-0.0599068	-0.05998245	-0.0598737	
0.3244	-0.05988507	-0.05998295	-0.05987397	
0.3246	-0.05986245	-0.05998196	-0.05987196	
0.3248	-0.05983957	-0.05997977	-0.05986764	
0.325	-0.05981702	-0.05997557	-0.05986107	
0.3252	-0.05979536	-0.05996807	-0.05985229	
0.3254	-0.05977515	-0.05995772	-0.05984126	
0.3256	-0.05975687	-0.05994501	-0.05982803	
0.3258	-0.05974096	-0.05993043	-0.05981278	
0.326	-0.05972783	-0.05991446	-0.05979574	
0.3262	-0.05971781	-0.05989761	-0.05977725	
0.3264	-0.05971117	-0.05988034	-0.05975767	
0.3266	-0.05970813	-0.05986313	-0.05973743	
0.3268	-0.05970882	-0.05984642	-0.05971697	
0.327	-0.05971333	-0.05983064	-0.05969676	
0.3272	-0.05972167	-0.05981617	-0.05967728	
0.3274	-0.05973377	-0.05980337	-0.05965902	
0.3276	-0.05974952	-0.05979257	-0.05964242	
0.3278	-0.05976872	-0.05978405	-0.05962794	
0.328	-0.05979073	-0.05977803	-0.05961596	
0.3282	-0.05981064	-0.0597747	-0.05960682	
0.3284	-0.05982866	-0.05977415	-0.0596003	
0.3286	-0.05984497	-0.05977643	-0.05959627	
0.3288	-0.05985972	-0.05978159	-0.05959458	
