Time	(10) Kp*error	(13) Kd*de/dt	(14) Kp*e+Kd*de/dt CCW	
0.4998	-0.05991098	-0.05983476	-0.05961449	
0.5	-0.05991945	-0.05985034	-0.05962424	
0.5002	-0.05992712	-0.05986458	-0.05963561	
0.5004	-0.05993405	-0.05987747	-0.05964821	
0.5006	-0.05994033	-0.05988913	-0.05966172	
0.5008	-0.05994601	-0.05989968	-0.05967584	
0.501	-0.05995115	-0.05990922	-0.05969033	
0.5012	-0.05995579	-0.05991786	-0.059705	
0.5014	-0.05996	-0.05992568	-0.05971968	
0.5016	-0.05996381	-0.05993275	-0.05973424	
0.5018	-0.05996725	-0.05993915	-0.05974856	
0.502	-0.05997037	-0.05994494	-0.05976257	
0.5022	-0.05997319	-0.05995018	-0.05977618	
0.5024	-0.05997574	-0.05995492	-0.05978936	
0.5026	-0.05997805	-0.05995921	-0.05980205	
0.5028	-0.05998014	-0.05996309	-0.05981423	
0.503	-0.05998203	-0.05996661	-0.05982589	
0.5032	-0.05998135	-0.05996978	-0.05983701	
0.5034	-0.05997573	-0.05997266	-0.05984734	
0.5036	-0.05996576	-0.05997526	-0.05985639	
0.5038	-0.05995205	-0.05997761	-0.0598638	
0.504	-0.05993525	-0.05997974	-0.0598693	
0.5042	-0.05991597	-0.05998167	-0.05987272	
0.5044	-0.05989489	-0.05998298	-0.05987398	
0.5046	-0.05987262	-0.05998264	-0.05987301	
0.5048	-0.0598498	-0.05998097	-0.05986974	
0.505	-0.05982704	-0.05997823	-0.05986419	
0.5052	-0.05980493	-0.05997215	-0.05985645	
0.5054	-0.05978401	-0.05996301	-0.05984647	
0.5056	-0.0597648	-0.05995129	-0.05983425	
0.5058	-0.05974778	-0.05993748	-0.05981991	
0.506	-0.05973335	-0.05992206	-0.05980367	
0.5062	-0.05972188	-0.05990554	-0.05978581	
0.5064	-0.05971367	-0.05988839	-0.05976669	
0.5066	-0.05970898	-0.05987108	-0.0597467	
0.5068	-0.05970796	-0.05985407	-0.05972629	
0.507	-0.05971073	-0.0598378	-0.05970591	
0.5072	-0.05971733	-0.05982267	-0.05968605	
0.5074	-0.05972773	-0.05980906	-0.05966717	
0.5076	-0.05974184	-0.05979731	-0.05964976	
0.5078	-0.05975949	-0.05978771	-0.05963426	
0.508	-0.05978047	-0.05978051	-0.05962109	
0.5082	-0.05980137	-0.05977592	-0.05961064	
0.5084	-0.05982027	-0.0597741	-0.05960291	
0.5086	-0.05983737	-0.05977509	-0.05959773	
0.5088	-0.05985285	-0.05977893	-0.05959496	
0.509	-0.05986685	-0.05978565	-0.05959449	
0.5092	-0.05987952	-0.05979521	-0.05959627	
0.5094	-0.05989099	-0.05980709	-0.05960023	
0.5096	-0.05990136	-0.05982011	-0.05960629	
0.5098	-0.05991075	-0.05983438	-0.05961425	
0.51	-0.05991924	-0.05984993	-0.05962396	
0.5102	-0.05992693	-0.0598642	-0.05963529	
0.5104	-0.05993388	-0.05987713	-0.05964786	
0.5106	-0.05994017	-0.05988882	-0.05966134	
0.5108	-0.05994587	-0.0598994	-0.05967545	
0.511	-0.05995102	-0.05990897	-0.05968994	
0.5112	-0.05995568	-0.05991764	-0.05970461	
0.5114	-0.0599599	-0.05992547	-0.05971929	
0.5116	-0.05996371	-0.05993257	-0.05973385	
0.5118	-0.05996717	-0.05993898	-0.05974818	
0.512	-0.05997029	-0.05994479	-0.05976219	
0.5122	-0.05997312	-0.05995004	-0.05977582	
0.5124	-0.05997568	-0.0599548	-0.05978901	
0.5126	-0.05997799	-0.0599591	-0.05980171	
0.5128	-0.05998009	-0.05996299	-0.05981391	
0.513	-0.05998198	-0.05996651	-0.05982558	
0.5132	-0.05998144	-0.0599697	-0.05983672	
0.5134	-0.05997593	-0.05997258	-0.05984707	
0.5136	-0.05996606	-0.05997519	-0.05985617	
0.5138	-0.05995245	-0.05997755	-0.05986362	
0.514	-0.05993571	-0.05997969	-0.05986917	
0.5142	-0.05991649	-0.05998162	-0.05987265	
0.5144	-0.05989544	-0.05998297	-0.05987396	
0.5146	-0.0598732	-0.05998267	-0.05987306	
0.5148	-0.05985038	-0.05998103	-0.05986984	
0.515	-0.05982762	-0.05997831	-0.05986435	
0.5152	-0.05980548	-0.05997232	-0.05985667	
0.5154	-0.05978452	-0.05996326	-0.05984674	
0.5156	-0.05976527	-0.0599516	-0.05983457	
0.5158	-0.05974818	-0.05993783	-0.05982029	
0.516	-0.05973368	-0.05992246	-0.05980409	
0.5162	-0.05972213	-0.05990596	-0.05978627	
0.5164	-0.05971384	-0.05988881	-0.05976718	
0.5166	-0.05970905	-0.05987151	-0.0597472	
0.5168	-0.05970794	-0.05985449	-0.0597268	
0.517	-0.05971061	-0.05983819	-0.05970641	
0.5172	-0.05971712	-0.05982304	-0.05968653	
0.5174	-0.05972742	-0.05980938	-0.05966763	
0.5176	-0.05974144	-0.05979758	-0.05965017	
0.5178	-0.059759	-0.05978792	-0.05963462	
0.518	-0.0597799	-0.05978066	-0.05962139	
0.5182	-0.05980085	-0.059776	-0.05961086	
0.5184	-0.0598198	-0.05977411	-0.05960306	
0.5186	-0.05983695	-0.05977502	-0.05959782	
0.5188	-0.05985247	-0.05977879	-0.05959499	
0.519	-0.05986651	-0.05978544	-0.05959447	
0.5192	-0.05987921	-0.05979492	-0.05959619	
0.5194	-0.0598907	-0.05980678	-0.0596001	
0.5196	-0.0599011	-0.05981977	-0.0596061	
0.5198	-0.05991052	-0.05983401	-0.05961401	
0.52	-0.05991903	-0.05984952	-0.05962368	
0.5202	-0.05992674	-0.05986384	-0.05963497	
0.5204	-0.05993371	-0.05987679	-0.05964752	
0.5206	-0.05994002	-0.05988852	-0.05966098	
0.5208	-0.05994572	-0.05989913	-0.05967507	
0.521	-0.05995089	-0.05990873	-0.05968955	
0.5212	-0.05995556	-0.05991741	-0.05970421	
0.5214	-0.05995979	-0.05992527	-0.0597189	
0.5216	-0.05996362	-0.05993238	-0.05973347	
0.5218	-0.05996708	-0.05993882	-0.0597478	
0.522	-0.05997021	-0.05994464	-0.05976183	
0.5222	-0.05997305	-0.05994991	-0.05977546	
0.5224	-0.05997561	-0.05995467	-0.05978866	
0.5226	-0.05997793	-0.05995899	-0.05980138	
0.5228	-0.05998003	-0.05996289	-0.05981359	
0.523	-0.05998193	-0.05996642	-0.05982528	
0.5232	-0.05998152	-0.05996962	-0.05983643	
0.5234	-0.05997613	-0.05997251	-0.05984681	
0.5236	-0.05996637	-0.05997512	-0.05985594	
0.5238	-0.05995284	-0.05997749	-0.05986344	
0.524	-0.05993617	-0.05997963	-0.05986905	
0.5242	-0.05991701	-0.05998157	-0.05987258	
0.5244	-0.059896	-0.05998297	-0.05987395	
0.5246	-0.05987377	-0.05998271	-0.0598731	
0.5248	-0.05985097	-0.05998109	-0.05986995	
0.525	-0.05982819	-0.0599784	-0.05986451	
0.5252	-0.05980603	-0.05997249	-0.05985689	
0.5254	-0.05978504	-0.0599635	-0.05984702	
0.5256	-0.05976573	-0.05995191	-0.0598349	
0.5258	-0.05974858	-0.0599382	-0.05982067	
0.526	-0.05973401	-0.05992285	-0.05980451	
0.5262	-0.05972239	-0.05990637	-0.05978673	
0.5264	-0.05971401	-0.05988925	-0.05976766	
0.5266	-0.05970913	-0.05987193	-0.05974771	
0.5268	-0.05970792	-0.05985491	-0.05972731	
0.527	-0.0597105	-0.05983859	-0.05970692	
0.5272	-0.05971691	-0.0598234	-0.05968702	
0.5274	-0.05972711	-0.0598097	-0.05966808	
0.5276	-0.05974104	-0.05979785	-0.05965059	
0.5278	-0.05975852	-0.05978813	-0.05963498	
0.528	-0.05977934	-0.05978081	-0.05962168	
0.5282	-0.05980033	-0.05977609	-0.05961109	
0.5284	-0.05981934	-0.05977412	-0.05960322	
0.5286	-0.05983653	-0.05977496	-0.05959791	
0.5288	-0.05985209	-0.05977865	-0.05959502	
0.529	-0.05986616	-0.05978522	-0.05959444	
0.5292	-0.0598789	-0.05979464	-0.05959611	
0.5294	-0.05989042	-0.05980646	-0.05959996	
0.5296	-0.05990085	-0.05981942	-0.05960592	
0.5298	-0.05991029	-0.05983363	-0.05961379	
0.53	-0.05991882	-0.05984911	-0.05962341	
0.5302	-0.05992655	-0.05986346	-0.05963466	
0.5304	-0.05993354	-0.05987646	-0.05964717	
0.5306	-0.05993986	-0.05988821	-0.05966062	
0.5308	-0.05994558	-0.05989885	-0.05967469	
0.531	-0.05995077	-0.05990848	-0.05968916	
0.5312	-0.05995545	-0.05991719	-0.05970382	
0.5314	-0.05995969	-0.05992507	-0.05971851	
0.5316	-0.05996352	-0.0599322	-0.05973308	
0.5318	-0.059967	-0.05993865	-0.05974743	
0.532	-0.05997014	-0.05994449	-0.05976146	
0.5322	-0.05997298	-0.05994977	-0.05977511	
0.5324	-0.05997555	-0.05995455	-0.05978832	
0.5326	-0.05997788	-0.05995888	-0.05980105	
0.5328	-0.05997998	-0.05996279	-0.05981328	
0.533	-0.05998189	-0.05996633	-0.05982497	
0.5332	-0.05998161	-0.05996953	-0.05983614	
0.5334	-0.05997634	-0.05997244	-0.05984655	
0.5336	-0.05996668	-0.05997506	-0.05985572	
0.5338	-0.05995323	-0.05997743	-0.05986327	
0.534	-0.05993664	-0.05997958	-0.05986892	
0.5342	-0.05991753	-0.05998152	-0.05987251	
0.5344	-0.05989655	-0.05998297	-0.05987393	
0.5346	-0.05987435	-0.05998274	-0.05987315	
0.5348	-0.05985155	-0.05998116	-0.05987006	
0.535	-0.05982877	-0.05997849	-0.05986468	
0.5352	-0.05980659	-0.05997267	-0.05985711	
0.5354	-0.05978556	-0.05996375	-0.05984729	
0.5356	-0.0597662	-0.05995222	-0.05983523	
0.5358	-0.05974899	-0.05993855	-0.05982105	
0.536	-0.05973435	-0.05992325	-0.05980494	
0.5362	-0.05972264	-0.0599068	-0.0597872	
0.5364	-0.05971418	-0.05988968	-0.05976816	
0.5366	-0.05970921	-0.05987237	-0.05974822	
0.5368	-0.05970791	-0.05985533	-0.05972782	
0.537	-0.05971039	-0.05983899	-0.05970743	
0.5372	-0.0597167	-0.05982376	-0.05968751	
0.5374	-0.05972681	-0.05981003	-0.05966854	
0.5376	-0.05974064	-0.05979812	-0.05965101	
0.5378	-0.05975803	-0.05978835	-0.05963534	
0.538	-0.05977877	-0.05978096	-0.05962199	
0.5382	-0.05979982	-0.05977617	-0.05961131	
0.5384	-0.05981887	-0.05977414	-0.05960339	
0.5386	-0.05983611	-0.0597749	-0.05959801	
0.5388	-0.05985171	-0.05977852	-0.05959506	
0.539	-0.05986582	-0.05978502	-0.05959442	
0.5392	-0.05987859	-0.05979436	-0.05959603	
0.5394	-0.05989014	-0.05980615	-0.05959983	
0.5396	-0.0599006	-0.05981908	-0.05960574	
0.5398	-0.05991006	-0.05983325	-0.05961356	
0.54	-0.05991862	-0.0598487	-0.05962314	
0.5402	-0.05992636	-0.05986309	-0.05963435	
0.5404	-0.05993337	-0.05987613	-0.05964683	
0.5406	-0.05993971	-0.05988791	-0.05966026	
0.5408	-0.05994545	-0.05989858	-0.05967432	
0.541	-0.05995064	-0.05990823	-0.05968878	
0.5412	-0.05995534	-0.05991696	-0.05970344	
0.5414	-0.05995959	-0.05992487	-0.05971812	
0.5416	-0.05996343	-0.05993202	-0.0597327	
0.5418	-0.05996691	-0.05993849	-0.05974706	
0.542	-0.05997006	-0.05994434	-0.0597611	
0.5422	-0.05997291	-0.05994964	-0.05977475	
0.5424	-0.05997549	-0.05995443	-0.05978797	
0.5426	-0.05997782	-0.05995876	-0.05980072	
0.5428	-0.05997993	-0.05996269	-0.05981296	
0.543	-0.05998184	-0.05996624	-0.05982467	
0.5432	-0.05998169	-0.05996945	-0.05983585	
0.5434	-0.05997654	-0.05997236	-0.05984629	
0.5436	-0.05996698	-0.05997499	-0.0598555	
0.5438	-0.05995362	-0.05997737	-0.05986309	
0.544	-0.0599371	-0.05997952	-0.0598688	
0.5442	-0.05991805	-0.05998147	-0.05987244	
0.5444	-0.05989711	-0.05998296	-0.05987392	
0.5446	-0.05987493	-0.05998277	-0.0598732	
0.5448	-0.05985214	-0.05998122	-0.05987017	
0.545	-0.05982935	-0.05997857	-0.05986485	
0.5452	-0.05980714	-0.05997284	-0.05985733	
0.5454	-0.05978608	-0.059964	-0.05984757	
0.5456	-0.05976667	-0.05995253	-0.05983557	
0.5458	-0.0597494	-0.05993892	-0.05982143	
0.546	-0.05973469	-0.05992365	-0.05980537	
0.5462	-0.05972291	-0.05990722	-0.05978766	
0.5464	-0.05971436	-0.05989011	-0.05976865	
0.5466	-0.0597093	-0.0598728	-0.05974873	
0.5468	-0.0597079	-0.05985575	-0.05972834	
0.547	-0.05971028	-0.05983939	-0.05970794	
0.5472	-0.05971649	-0.05982413	-0.059688	
0.5474	-0.05972651	-0.05981035	-0.05966901	
0.5476	-0.05974025	-0.0597984	-0.05965143	
0.5478	-0.05975755	-0.05978857	-0.05963571	
0.548	-0.05977821	-0.05978112	-0.05962229	
0.5482	-0.05979931	-0.05977626	-0.05961155	
0.5484	-0.05981841	-0.05977415	-0.05960355	
0.5486	-0.05983569	-0.05977484	-0.05959811	
0.5488	-0.05985133	-0.05977839	-0.0595951	
0.549	-0.05986547	-0.05978481	-0.05959441	
0.5492	-0.05987828	-0.05979408	-0.05959596	
0.5494	-0.05988986	-0.05980585	-0.0595997	
0.5496	-0.05990034	-0.05981874	-0.05960556	
0.5498	-0.05990982	-0.05983288	-0.05961334	
0.55	-0.05991841	-0.05984829	-0.05962287	
0.5502	-0.05992617	-0.05986273	-0.05963404	
0.5504	-0.0599332	-0.05987579	-0.0596465	
0.5506	-0.05993956	-0.05988761	-0.0596599	
0.5508	-0.05994531	-0.05989831	-0.05967395	
0.551	-0.05995051	-0.05990798	-0.0596884	
0.5512	-0.05995522	-0.05991674	-0.05970306	
0.5514	-0.05995948	-0.05992466	-0.05971774	
0.5516	-0.05996334	-0.05993183	-0.05973232	
0.5518	-0.05996682	-0.05993832	-0.05974668	
0.552	-0.05996998	-0.05994419	-0.05976073	
0.5522	-0.05997284	-0.0599495	-0.0597744	
0.5524	-0.05997542	-0.05995431	-0.05978763	
0.5526	-0.05997776	-0.05995866	-0.05980039	
0.5528	-0.05997988	-0.05996259	-0.05981265	
0.553	-0.05998179	-0.05996615	-0.05982437	
0.5532	-0.05998178	-0.05996937	-0.05983556	
0.5534	-0.05997675	-0.05997229	-0.05984603	
0.5536	-0.05996729	-0.05997492	-0.05985528	
0.5538	-0.05995402	-0.05997731	-0.05986292	
0.554	-0.05993756	-0.05997947	-0.05986868	
0.5542	-0.05991857	-0.05998142	-0.05987237	
0.5544	-0.05989767	-0.05998296	-0.05987391	
0.5546	-0.05987551	-0.0599828	-0.05987325	
0.5548	-0.05985273	-0.05998128	-0.05987028	
0.555	-0.05982993	-0.05997866	-0.05986502	
0.5552	-0.0598077	-0.05997301	-0.05985755	
0.5554	-0.0597866	-0.05996425	-0.05984785	
0.5556	-0.05976715	-0.05995284	-0.0598359	
0.5558	-0.05974982	-0.05993928	-0.05982182	
0.556	-0.05973503	-0.05992404	-0.0598058	
0.5562	-0.05972317	-0.05990764	-0.05978813	
0.5564	-0.05971454	-0.05989055	-0.05976915	
0.5566	-0.05970938	-0.05987323	-0.05974925	
0.5568	-0.05970789	-0.05985617	-0.05972886	
0.557	-0.05971017	-0.05983979	-0.05970845	
0.5572	-0.05971629	-0.0598245	-0.0596885	
0.5574	-0.05972621	-0.05981068	-0.05966948	
0.5576	-0.05973985	-0.05979867	-0.05965186	
0.5578	-0.05975707	-0.05978879	-0.05963609	
0.558	-0.05977764	-0.05978127	-0.0596226	
0.5582	-0.05979881	-0.05977635	-0.05961179	
0.5584	-0.05981795	-0.05977417	-0.05960372	
0.5586	-0.05983527	-0.05977479	-0.05959822	
0.5588	-0.05985095	-0.05977826	-0.05959515	
0.559	-0.05986514	-0.05978461	-0.0595944	
0.5592	-0.05987797	-0.0597938	-0.05959589	
0.5594	-0.05988958	-0.05980554	-0.05959958	
0.5596	-0.05990009	-0.05981841	-0.05960539	
0.5598	-0.0599096	-0.05983251	-0.05961312	
0.56	-0.0599182	-0.05984789	-0.05962261	
0.5602	-0.05992598	-0.05986236	-0.05963374	
0.5604	-0.05993303	-0.05987546	-0.05964617	
0.5606	-0.0599394	-0.05988731	-0.05965955	
0.5608	-0.05994517	-0.05989803	-0.05967358	
0.561	-0.05995039	-0.05990774	-0.05968803	
0.5612	-0.05995511	-0.05991652	-0.05970268	
0.5614	-0.05995938	-0.05992446	-0.05971736	
0.5616	-0.05996324	-0.05993165	-0.05973195	
0.5618	-0.05996674	-0.05993816	-0.05974631	
0.562	-0.05996991	-0.05994404	-0.05976037	
0.5622	-0.05997277	-0.05994936	-0.05977405	
0.5624	-0.05997536	-0.05995419	-0.0597873	
0.5626	-0.05997771	-0.05995854	-0.05980007	
0.5628	-0.05997983	-0.05996249	-0.05981233	
0.563	-0.05998175	-0.05996606	-0.05982408	
0.5632	-0.05998187	-0.05996929	-0.05983528	
0.5634	-0.05997695	-0.05997221	-0.05984578	
0.5636	-0.0599676	-0.05997486	-0.05985506	
0.5638	-0.05995441	-0.05997725	-0.05986275	
0.564	-0.05993803	-0.05997941	-0.05986856	
0.5642	-0.05991909	-0.05998137	-0.05987231	
0.5644	-0.05989823	-0.05998295	-0.0598739	
0.5646	-0.0598761	-0.05998284	-0.0598733	
0.5648	-0.05985332	-0.05998134	-0.05987039	
0.565	-0.05983051	-0.05997875	-0.05986518	
0.5652	-0.05980826	-0.05997319	-0.05985778	
0.5654	-0.05978712	-0.0599645	-0.05984813	
0.5656	-0.05976762	-0.05995315	-0.05983624	
0.5658	-0.05975023	-0.05993963	-0.05982221	
0.566	-0.05973538	-0.05992444	-0.05980624	
0.5662	-0.05972344	-0.05990806	-0.0597886	
0.5664	-0.05971472	-0.05989098	-0.05976965	
0.5666	-0.05970947	-0.05987367	-0.05974976	
0.5668	-0.05970788	-0.0598566	-0.05972938	
0.567	-0.05971007	-0.05984019	-0.05970897	
0.5672	-0.05971609	-0.05982487	-0.059689	
0.5674	-0.05972591	-0.05981101	-0.05966995	
0.5676	-0.05973947	-0.05979895	-0.05965228	
0.5678	-0.05975659	-0.05978901	-0.05963647	
0.568	-0.05977708	-0.05978143	-0.05962292	
0.5682	-0.0597983	-0.05977644	-0.05961203	
0.5684	-0.05981749	-0.05977419	-0.0596039	
0.5686	-0.05983486	-0.05977473	-0.05959833	
0.5688	-0.05985058	-0.05977813	-0.0595952	
0.569	-0.0598648	-0.0597844	-0.05959439	
0.5692	-0.05987766	-0.05979353	-0.05959583	
0.5694	-0.05988931	-0.05980524	-0.05959946	
0.5696	-0.05989984	-0.05981807	-0.05960522	
0.5698	-0.05990937	-0.05983214	-0.0596129	
0.57	-0.05991799	-0.05984749	-0.05962235	
0.5702	-0.0599258	-0.059862	-0.05963344	
0.5704	-0.05993286	-0.05987513	-0.05964584	
0.5706	-0.05993925	-0.05988701	-0.0596592	
0.5708	-0.05994503	-0.05989777	-0.05967322	
0.571	-0.05995026	-0.0599075	-0.05968766	
0.5712	-0.05995499	-0.0599163	-0.0597023	
0.5714	-0.05995928	-0.05992426	-0.05971699	
0.5716	-0.05996315	-0.05993147	-0.05973158	
0.5718	-0.05996666	-0.05993799	-0.05974595	
0.572	-0.05996983	-0.05994389	-0.05976002	
0.5722	-0.0599727	-0.05994923	-0.05977371	
0.5724	-0.0599753	-0.05995406	-0.05978696	
0.5726	-0.05997765	-0.05995844	-0.05979975	
0.5728	-0.05997978	-0.05996239	-0.05981202	
0.573	-0.0599817	-0.05996597	-0.05982378	
0.5732	-0.05998195	-0.05996921	-0.059835	
0.5734	-0.05997716	-0.05997214	-0.05984552	
0.5736	-0.05996791	-0.05997479	-0.05985484	
0.5738	-0.05995481	-0.05997719	-0.05986258	
0.574	-0.0599385	-0.05997936	-0.05986844	
0.5742	-0.05991961	-0.05998132	-0.05987225	
0.5744	-0.05989879	-0.05998295	-0.05987389	
0.5746	-0.05987668	-0.05998287	-0.05987335	
0.5748	-0.05985391	-0.05998141	-0.0598705	
0.575	-0.05983109	-0.05997883	-0.05986536	
0.5752	-0.05980882	-0.05997336	-0.05985801	
0.5754	-0.05978765	-0.05996475	-0.05984841	
0.5756	-0.0597681	-0.05995346	-0.05983658	
0.5758	-0.05975065	-0.05994	-0.0598226	
0.576	-0.05973573	-0.05992484	-0.05980667	
0.5762	-0.05972371	-0.05990849	-0.05978908	
0.5764	-0.0597149	-0.05989142	-0.05977015	
0.5766	-0.05970956	-0.05987411	-0.05975028	
0.5768	-0.05970788	-0.05985702	-0.05972991	
0.577	-0.05970997	-0.0598406	-0.05970949	
0.5772	-0.05971589	-0.05982524	-0.0596895	
0.5774	-0.05972562	-0.05981134	-0.05967042	
0.5776	-0.05973908	-0.05979924	-0.05965272	
0.5778	-0.05975612	-0.05978923	-0.05963685	
0.578	-0.05977653	-0.05978159	-0.05962323	
0.5782	-0.05979779	-0.05977653	-0.05961227	
0.5784	-0.05981704	-0.05977422	-0.05960407	
0.5786	-0.05983445	-0.05977468	-0.05959845	
0.5788	-0.0598502	-0.059778	-0.05959526	
0.579	-0.05986446	-0.0597842	-0.05959439	
0.5792	-0.05987735	-0.05979326	-0.05959577	
0.5794	-0.05988903	-0.05980494	-0.05959934	
0.5796	-0.05989959	-0.05981774	-0.05960505	
0.5798	-0.05990914	-0.05983178	-0.05961269	
0.58	-0.05991779	-0.05984708	-0.0596221	
0.5802	-0.05992561	-0.05986163	-0.05963315	
0.5804	-0.05993269	-0.0598748	-0.05964552	
0.5806	-0.0599391	-0.05988672	-0.05965885	
0.5808	-0.05994489	-0.0598975	-0.05967286	
0.581	-0.05995014	-0.05990725	-0.05968729	
0.5812	-0.05995488	-0.05991608	-0.05970193	
0.5814	-0.05995918	-0.05992406	-0.05971662	
0.5816	-0.05996306	-0.05993129	-0.05973121	
0.5818	-0.05996658	-0.05993783	-0.05974559	
0.582	-0.05996976	-0.05994374	-0.05975966	
0.5822	-0.05997263	-0.0599491	-0.05977336	
0.5824	-0.05997524	-0.05995394	-0.05978663	
0.5826	-0.05997759	-0.05995832	-0.05979943	
0.5828	-0.05997973	-0.05996229	-0.05981172	
0.583	-0.05998166	-0.05996588	-0.05982349	
0.5832	-0.05998204	-0.05996913	-0.05983472	
0.5834	-0.05997736	-0.05997206	-0.05984527	
0.5836	-0.05996821	-0.05997472	-0.05985463	
0.5838	-0.0599552	-0.05997713	-0.05986241	
0.584	-0.05993896	-0.0599793	-0.05986832	
0.5842	-0.05992013	-0.05998128	-0.05987218	
0.5844	-0.05989935	-0.05998294	-0.05987389	
0.5846	-0.05987727	-0.0599829	-0.0598734	
0.5848	-0.0598545	-0.05998147	-0.05987062	
0.585	-0.05983168	-0.05997892	-0.05986553	
0.5852	-0.05980939	-0.05997353	-0.05985824	
0.5854	-0.05978818	-0.059965	-0.0598487	
0.5856	-0.05976858	-0.05995378	-0.05983692	
0.5858	-0.05975107	-0.05994036	-0.05982299	
0.586	-0.05973608	-0.05992524	-0.05980711	
0.5862	-0.05972398	-0.05990891	-0.05978955	
0.5864	-0.05971509	-0.05989185	-0.05977065	
0.5866	-0.05970966	-0.05987455	-0.0597508	
0.5868	-0.05970788	-0.05985745	-0.05973044	
0.587	-0.05970988	-0.059841	-0.05971001	
0.5872	-0.0597157	-0.05982561	-0.05969001	
0.5874	-0.05972533	-0.05981167	-0.0596709	
0.5876	-0.0597387	-0.05979952	-0.05965315	
0.5878	-0.05975565	-0.05978946	-0.05963723	
0.588	-0.05977597	-0.05978176	-0.05962355	
0.5882	-0.05979729	-0.05977663	-0.05961252	
0.5884	-0.05981658	-0.05977424	-0.05960426	
0.5886	-0.05983404	-0.05977463	-0.05959857	
0.5888	-0.05984983	-0.05977788	-0.05959532	
0.589	-0.05986412	-0.05978401	-0.05959439	
0.5892	-0.05987705	-0.05979299	-0.05959572	
0.5894	-0.05988875	-0.05980464	-0.05959924	
0.5896	-0.05989934	-0.05981741	-0.05960489	
0.5898	-0.05990892	-0.05983141	-0.05961248	
0.59	-0.05991758	-0.05984668	-0.05962185	
0.5902	-0.05992543	-0.05986127	-0.05963286	
0.5904	-0.05993253	-0.05987448	-0.0596452	
0.5906	-0.05993894	-0.05988642	-0.05965851	
0.5908	-0.05994476	-0.05989723	-0.0596725	
0.591	-0.05995001	-0.05990701	-0.05968692	
0.5912	-0.05995477	-0.05991586	-0.05970156	
0.5914	-0.05995907	-0.05992386	-0.05971625	
0.5916	-0.05996297	-0.05993111	-0.05973084	
0.5918	-0.05996649	-0.05993767	-0.05974523	
0.592	-0.05996968	-0.0599436	-0.05975931	
0.5922	-0.05997257	-0.05994897	-0.05977302	
0.5924	-0.05997518	-0.05995382	-0.0597863	
0.5926	-0.05997754	-0.05995822	-0.05979911	
0.5928	-0.05997968	-0.05996219	-0.05981141	
0.593	-0.05998161	-0.05996579	-0.05982319	
0.5932	-0.05998213	-0.05996905	-0.05983444	
0.5934	-0.05997757	-0.05997199	-0.05984502	
0.5936	-0.05996852	-0.05997466	-0.05985441	
0.5938	-0.0599556	-0.05997707	-0.05986224	
0.594	-0.05993943	-0.05997925	-0.05986821	
0.5942	-0.05992066	-0.05998123	-0.05987212	
0.5944	-0.05989992	-0.05998294	-0.05987388	
0.5946	-0.05987785	-0.05998294	-0.05987346	
0.5948	-0.0598551	-0.05998153	-0.05987073	
0.595	-0.05983227	-0.05997901	-0.0598657	
0.5952	-0.05980995	-0.05997371	-0.05985846	
0.5954	-0.05978871	-0.05996525	-0.05984899	
0.5956	-0.05976906	-0.05995409	-0.05983726	
0.5958	-0.05975149	-0.05994072	-0.05982338	
0.596	-0.05973643	-0.05992564	-0.05980755	
0.5962	-0.05972426	-0.05990934	-0.05979003	
0.5964	-0.05971528	-0.05989229	-0.05977116	
0.5966	-0.05970976	-0.05987499	-0.05975133	
0.5968	-0.05970789	-0.05985788	-0.05973097	
0.597	-0.05970978	-0.05984141	-0.05971054	
0.5972	-0.05971551	-0.05982599	-0.05969052	
0.5974	-0.05972505	-0.05981201	-0.05967138	
0.5976	-0.05973832	-0.05979981	-0.0596536	
0.5978	-0.05975518	-0.05978969	-0.05963762	
0.598	-0.05977542	-0.05978192	-0.05962388	
0.5982	-0.0597968	-0.05977673	-0.05961278	
0.5984	-0.05981613	-0.05977427	-0.05960444	
0.5986	-0.05983363	-0.05977459	-0.0595987	
0.5988	-0.05984946	-0.05977776	-0.05959538	
0.599	-0.05986379	-0.05978381	-0.0595944	
0.5992	-0.05987675	-0.05979272	-0.05959566	
0.5994	-0.05988848	-0.05980434	-0.05959913	
0.5996	-0.05989909	-0.05981708	-0.05960473	
0.5998	-0.05990869	-0.05983105	-0.05961228	
0.6	-0.05991738	-0.05984629	-0.0596216	
0.6002	-0.05992524	-0.05986091	-0.05963257	
0.6004	-0.05993236	-0.05987415	-0.05964488	
0.6006	-0.0599388	-0.05988612	-0.05965817	
0.6008	-0.05994462	-0.05989696	-0.05967215	
0.601	-0.05994989	-0.05990677	-0.05968656	
0.6012	-0.05995466	-0.05991564	-0.05970119	
0.6014	-0.05995897	-0.05992367	-0.05971588	
0.6016	-0.05996288	-0.05993093	-0.05973048	
0.6018	-0.05996641	-0.0599375	-0.05974487	
0.602	-0.05996961	-0.05994345	-0.05975896	
0.6022	-0.0599725	-0.05994883	-0.05977268	
0.6024	-0.05997512	-0.0599537	-0.05978597	
0.6026	-0.05997748	-0.05995811	-0.05979879	
0.6028	-0.05997963	-0.05996209	-0.05981111	
0.603	-0.05998157	-0.0599657	-0.0598229	
0.6032	-0.05998221	-0.05996897	-0.05983416	
0.6034	-0.05997777	-0.05997192	-0.05984477	
0.6036	-0.05996883	-0.05997459	-0.0598542	
0.6038	-0.059956	-0.05997701	-0.05986207	
