Time	(16) Kp*error	(21) Kd*de/dt	(22) Kp*e+Kd*de/dt CW	
0.7906	-0.05615602	-0.05663839	-0.05229327	
0.7908	-0.05615306	-0.05663828	-0.05229215	
0.791	-0.05614953	-0.05663818	-0.05229082	
0.7912	-0.05614547	-0.05663808	-0.05228927	
0.7914	-0.0561409	-0.05663796	-0.05228744	
0.7916	-0.0561359	-0.05663781	-0.05228531	
0.7918	-0.05613051	-0.05663762	-0.05228287	
0.792	-0.05612479	-0.05663738	-0.05228011	
0.7922	-0.0561188	-0.05663706	-0.05227701	
0.7924	-0.0561126	-0.05663667	-0.05227358	
0.7926	-0.05610624	-0.05663619	-0.05226981	
0.7928	-0.05609977	-0.05663561	-0.05226573	
0.793	-0.05609322	-0.05663491	-0.05226132	
0.7932	-0.05608666	-0.05663409	-0.05225662	
0.7934	-0.05608011	-0.05663316	-0.05225163	
0.7936	-0.05607361	-0.05663208	-0.05224638	
0.7938	-0.0560672	-0.05663088	-0.05224087	
0.794	-0.05606088	-0.05662953	-0.05223514	
0.7942	-0.0560547	-0.05662804	-0.05222919	
0.7944	-0.05604867	-0.05662642	-0.05222305	
0.7946	-0.05604279	-0.05662465	-0.05221674	
0.7948	-0.05603709	-0.05662275	-0.05221028	
0.795	-0.05603158	-0.05662072	-0.05220369	
0.7952	-0.05602627	-0.05661855	-0.05219698	
0.7954	-0.05602115	-0.05661625	-0.05219017	
0.7956	-0.05601624	-0.05661384	-0.05218328	
0.7958	-0.05601154	-0.05661131	-0.05217633	
0.796	-0.05600704	-0.05660868	-0.05216934	
0.7962	-0.05600275	-0.05660595	-0.05216231	
0.7964	-0.05599866	-0.05660312	-0.05215526	
0.7966	-0.05599477	-0.05660021	-0.05214821	
0.7968	-0.05599108	-0.05659722	-0.05214116	
0.797	-0.05598757	-0.05659416	-0.05213414	
0.7972	-0.05598425	-0.05659104	-0.05212714	
0.7974	-0.05598112	-0.05658787	-0.05212018	
0.7976	-0.05597816	-0.05658465	-0.05211327	
0.7978	-0.05597536	-0.05658139	-0.05210641	
0.798	-0.05597273	-0.05657811	-0.05209962	
0.7982	-0.05597025	-0.05657481	-0.0520929	
0.7984	-0.05596792	-0.05657149	-0.05208626	
0.7986	-0.05596573	-0.05656816	-0.0520797	
0.7988	-0.05596368	-0.05656484	-0.05207323	
0.799	-0.05596175	-0.05656152	-0.05206686	
0.7992	-0.05595995	-0.05655821	-0.05206058	
0.7994	-0.05595826	-0.05655492	-0.05205441	
0.7996	-0.05595668	-0.05655167	-0.05204834	
0.7998	-0.0559552	-0.05654843	-0.05204238	
0.8	-0.05595382	-0.05654523	-0.05203653	
0.8002	-0.05595254	-0.05654207	-0.0520308	
0.8004	-0.05595134	-0.05653896	-0.05202518	
0.8006	-0.05595022	-0.05653589	-0.05201969	
0.8008	-0.05594918	-0.05653287	-0.05201431	
0.801	-0.05594821	-0.05652991	-0.05200905	
0.8012	-0.05594731	-0.056527	-0.05200391	
0.8014	-0.05594647	-0.05652415	-0.05199889	
0.8016	-0.05594569	-0.05652137	-0.051994	
0.8018	-0.05594497	-0.05651864	-0.05198923	
0.802	-0.05594429	-0.05651599	-0.05198459	
0.8022	-0.05594367	-0.0565134	-0.05198006	
0.8024	-0.05594309	-0.05651088	-0.05197566	
0.8026	-0.05594256	-0.05650843	-0.05197138	
0.8028	-0.05594206	-0.05650605	-0.05196722	
0.803	-0.0559416	-0.05650374	-0.05196318	
0.8032	-0.05594118	-0.05650151	-0.05195926	
0.8034	-0.05594078	-0.05649934	-0.05195546	
0.8036	-0.05594042	-0.05649725	-0.05195177	
0.8038	-0.05594008	-0.05649523	-0.0519482	
0.804	-0.05593977	-0.05649328	-0.05194475	
0.8042	-0.05593948	-0.0564914	-0.05194141	
0.8044	-0.05593922	-0.05648959	-0.05193818	
0.8046	-0.05593897	-0.05648785	-0.05193505	
0.8048	-0.05593875	-0.05648619	-0.05193204	
0.805	-0.05593854	-0.05648459	-0.05192913	
0.8052	-0.05593834	-0.05648306	-0.05192633	
0.8054	-0.05593817	-0.05648159	-0.05192363	
0.8056	-0.055938	-0.05648019	-0.05192103	
0.8058	-0.05593785	-0.05647886	-0.05191853	
0.806	-0.05593771	-0.05647759	-0.05191613	
0.8062	-0.05593758	-0.05647638	-0.05191382	
0.8064	-0.05593747	-0.05647523	-0.0519116	
0.8066	-0.05593711	-0.05647415	-0.05190948	
0.8068	-0.05593633	-0.05647312	-0.05190742	
0.807	-0.05593501	-0.05647215	-0.05190538	
0.8072	-0.0559331	-0.05647123	-0.05190331	
0.8074	-0.05593057	-0.05647036	-0.05190116	
0.8076	-0.05592741	-0.05646952	-0.05189888	
0.8078	-0.05592364	-0.05646871	-0.05189641	
0.808	-0.05591931	-0.05646792	-0.05189373	
0.8082	-0.05591446	-0.05646713	-0.05189079	
0.8084	-0.05590915	-0.05646634	-0.05188758	
0.8086	-0.05590344	-0.05646551	-0.05188406	
0.8088	-0.05589738	-0.05646466	-0.05188022	
0.809	-0.05589105	-0.05646374	-0.05187607	
0.8092	-0.05588448	-0.05646277	-0.05187159	
0.8094	-0.05587775	-0.05646172	-0.05186679	
0.8096	-0.05587091	-0.05646057	-0.05186167	
0.8098	-0.05586399	-0.05645933	-0.05185626	
0.81	-0.05585705	-0.05645799	-0.05185055	
0.8102	-0.05585013	-0.05645652	-0.05184456	
0.8104	-0.05584326	-0.05645494	-0.05183832	
0.8106	-0.05583648	-0.05645323	-0.05183185	
0.8108	-0.05582981	-0.05645139	-0.05182515	
0.811	-0.05582327	-0.05644941	-0.05181825	
0.8112	-0.05581689	-0.05644731	-0.05181117	
0.8114	-0.05581068	-0.05644507	-0.05180393	
0.8116	-0.05580466	-0.0564427	-0.05179656	
0.8118	-0.05579884	-0.0564402	-0.05178906	
0.812	-0.05579322	-0.05643759	-0.05178147	
0.8122	-0.05578782	-0.05643485	-0.05177379	
0.8124	-0.05578262	-0.05643199	-0.05176605	
0.8126	-0.05577765	-0.05642903	-0.05175826	
0.8128	-0.05577289	-0.05642597	-0.05175044	
0.813	-0.05576836	-0.05642281	-0.0517426	
0.8132	-0.05576403	-0.05641957	-0.05173476	
0.8134	-0.05575992	-0.05641625	-0.05172692	
0.8136	-0.05575601	-0.05641285	-0.05171911	
0.8138	-0.0557523	-0.0564094	-0.05171134	
0.814	-0.05574879	-0.05640589	-0.05170361	
0.8142	-0.05574548	-0.05640233	-0.05169594	
0.8144	-0.05574235	-0.05639873	-0.05168833	
0.8146	-0.05573939	-0.05639511	-0.0516808	
0.8148	-0.0557366	-0.05639146	-0.05167334	
0.815	-0.05573398	-0.0563878	-0.05166597	
0.8152	-0.05573151	-0.05638413	-0.0516587	
0.8154	-0.0557292	-0.05638046	-0.05165153	
0.8156	-0.05572702	-0.0563768	-0.05164446	
0.8158	-0.05572498	-0.05637315	-0.0516375	
0.816	-0.05572307	-0.05636952	-0.05163066	
0.8162	-0.05572129	-0.05636592	-0.05162393	
0.8164	-0.05571961	-0.05636235	-0.05161733	
0.8166	-0.05571805	-0.05635882	-0.05161085	
0.8168	-0.05571659	-0.05635533	-0.05160449	
0.817	-0.05571523	-0.05635188	-0.05159827	
0.8172	-0.05571396	-0.05634849	-0.05159218	
0.8174	-0.05571277	-0.05634515	-0.05158621	
0.8176	-0.05571167	-0.05634187	-0.05158039	
0.8178	-0.05571064	-0.05633865	-0.0515747	
0.818	-0.05570969	-0.05633549	-0.05156914	
0.8182	-0.0557088	-0.05633241	-0.05156372	
0.8184	-0.05570798	-0.05632939	-0.05155843	
0.8186	-0.05570721	-0.05632644	-0.05155328	
0.8188	-0.0557065	-0.05632357	-0.05154826	
0.819	-0.05570584	-0.05632077	-0.05154338	
0.8192	-0.05570522	-0.05631804	-0.05153864	
0.8194	-0.05570466	-0.0563154	-0.05153402	
0.8196	-0.05570413	-0.05631283	-0.05152954	
0.8198	-0.05570364	-0.05631033	-0.05152519	
0.82	-0.05570319	-0.05630792	-0.05152097	
0.8202	-0.05570278	-0.05630559	-0.05151688	
0.8204	-0.05570239	-0.05630333	-0.05151292	
0.8206	-0.05570203	-0.05630115	-0.05150908	
0.8208	-0.0557017	-0.05629905	-0.05150537	
0.821	-0.0557014	-0.05629703	-0.05150178	
0.8212	-0.05570111	-0.05629508	-0.05149831	
0.8214	-0.05570085	-0.05629321	-0.05149496	
0.8216	-0.05570062	-0.05629141	-0.05149172	
0.8218	-0.05570039	-0.05628969	-0.0514886	
0.822	-0.05570019	-0.05628804	-0.0514856	
0.8222	-0.0557	-0.05628647	-0.0514827	
0.8224	-0.05569983	-0.05628496	-0.05147992	
0.8226	-0.05569967	-0.05628353	-0.05147724	
0.8228	-0.05569925	-0.05628216	-0.05147466	
0.823	-0.0556984	-0.05628086	-0.05147216	
0.8232	-0.055697	-0.05627963	-0.0514697	
0.8234	-0.05569496	-0.05627845	-0.05146721	
0.8236	-0.05569227	-0.05627733	-0.05146464	
0.8238	-0.05568893	-0.05627626	-0.05146194	
0.824	-0.05568495	-0.05627522	-0.05145906	
0.8242	-0.05568038	-0.05627421	-0.05145596	
0.8244	-0.05567527	-0.0562732	-0.0514526	
0.8246	-0.05566967	-0.05627218	-0.05144896	
0.8248	-0.05566365	-0.05627115	-0.05144501	
0.825	-0.05565726	-0.05627009	-0.05144073	
0.8252	-0.05565058	-0.05626897	-0.05143613	
0.8254	-0.05564367	-0.05626779	-0.0514312	
0.8256	-0.05563657	-0.05626654	-0.05142593	
0.8258	-0.05562936	-0.0562652	-0.05142035	
0.826	-0.05562207	-0.05626376	-0.05141445	
0.8262	-0.05561476	-0.05626221	-0.05140826	
0.8264	-0.05560746	-0.05626054	-0.05140178	
0.8266	-0.05560022	-0.05625876	-0.05139504	
0.8268	-0.05559307	-0.05625684	-0.05138806	
0.827	-0.05558604	-0.05625479	-0.05138085	
0.8272	-0.05557915	-0.05625261	-0.05137344	
0.8274	-0.05557242	-0.05625029	-0.05136585	
0.8276	-0.05556588	-0.05624784	-0.0513581	
0.8278	-0.05555952	-0.05624526	-0.05135021	
0.8279999	-0.05555338	-0.05624254	-0.0513422	
0.8282	-0.05554746	-0.05623971	-0.05133409	
0.8284	-0.05554175	-0.05623674	-0.0513259	
0.8286	-0.05553628	-0.05623367	-0.05131765	
0.8288	-0.05553103	-0.05623048	-0.05130935	
0.829	-0.05552601	-0.05622719	-0.05130102	
0.8292	-0.05552122	-0.0562238	-0.05129268	
0.8294	-0.05551665	-0.05622033	-0.05128435	
0.8296	-0.05551231	-0.05621678	-0.05127602	
0.8298	-0.05550819	-0.05621315	-0.05126773	
0.83	-0.05550427	-0.05620946	-0.05125948	
0.8302	-0.05550057	-0.05620572	-0.05125128	
0.8304	-0.05549707	-0.05620193	-0.05124315	
0.8306	-0.05549376	-0.05619811	-0.05123508	
0.8308	-0.05549064	-0.05619425	-0.0512271	
0.831	-0.05548769	-0.05619038	-0.0512192	
0.8312	-0.05548492	-0.05618649	-0.05121141	
0.8314	-0.05548231	-0.05618259	-0.05120371	
0.8316	-0.05547987	-0.0561787	-0.05119612	
0.8318	-0.05547757	-0.05617482	-0.05118865	
0.832	-0.05547541	-0.05617096	-0.05118129	
0.8322	-0.05547339	-0.05616711	-0.05117406	
0.8324	-0.05547151	-0.0561633	-0.05116696	
0.8326	-0.05546974	-0.05615952	-0.05115998	
0.8328	-0.05546809	-0.05615579	-0.05115314	
0.833	-0.05546654	-0.05615209	-0.05114644	
0.8332	-0.0554651	-0.05614845	-0.05113987	
0.8334	-0.05546376	-0.05614487	-0.05113344	
0.8336	-0.05546251	-0.05614134	-0.05112716	
0.8338	-0.05546134	-0.05613788	-0.05112102	
0.834	-0.05546025	-0.05613448	-0.05111501	
0.8342	-0.05545924	-0.05613115	-0.05110916	
0.8344	-0.0554583	-0.05612789	-0.05110345	
0.8346	-0.05545743	-0.05612471	-0.05109788	
0.8348	-0.05545662	-0.0561216	-0.05109246	
0.835	-0.05545586	-0.05611857	-0.05108718	
0.8352	-0.05545517	-0.05611562	-0.05108204	
0.8354	-0.05545452	-0.05611275	-0.05107705	
0.8356	-0.05545392	-0.05610996	-0.0510722	
0.8358	-0.05545336	-0.05610725	-0.05106749	
0.836	-0.05545284	-0.05610463	-0.05106292	
0.8362	-0.05545237	-0.05610209	-0.05105848	
0.8364	-0.05545192	-0.05609963	-0.05105418	
0.8366	-0.05545152	-0.05609726	-0.05105002	
0.8368	-0.05545114	-0.05609496	-0.05104599	
0.837	-0.05545079	-0.05609275	-0.05104209	
0.8372	-0.05545047	-0.05609063	-0.05103832	
0.8374	-0.05545016	-0.05608858	-0.05103468	
0.8376	-0.05544989	-0.05608661	-0.05103117	
0.8378	-0.05544963	-0.05608473	-0.05102777	
0.838	-0.0554494	-0.05608292	-0.0510245	
0.8382	-0.05544918	-0.05608119	-0.05102135	
0.8384	-0.05544871	-0.05607954	-0.05101832	
0.8386	-0.05544777	-0.05607796	-0.05101537	
0.8388	-0.05544626	-0.05607645	-0.05101246	
0.839	-0.05544409	-0.05607501	-0.05100954	
0.8392	-0.05544124	-0.05607363	-0.05100654	
0.8394	-0.0554377	-0.05607231	-0.05100342	
0.8396	-0.0554335	-0.05607102	-0.05100011	
0.8398	-0.05542867	-0.05606977	-0.05099659	
0.84	-0.05542328	-0.05606853	-0.05099279	
0.8402	-0.05541738	-0.05606729	-0.05098871	
0.8404	-0.05541103	-0.05606604	-0.05098431	
0.8406	-0.05540431	-0.05606475	-0.05097958	
0.8408	-0.05539728	-0.05606342	-0.05097451	
0.841	-0.05539	-0.05606203	-0.05096911	
0.8412	-0.05538253	-0.05606056	-0.05096336	
0.8414	-0.05537493	-0.05605901	-0.05095729	
0.8416	-0.05536726	-0.05605735	-0.0509509	
0.8418	-0.05535956	-0.05605559	-0.0509442	
0.842	-0.05535188	-0.05605371	-0.05093722	
0.8422	-0.05534425	-0.05605171	-0.05092996	
0.8424	-0.05533672	-0.05604958	-0.05092246	
0.8426	-0.05532932	-0.05604731	-0.05091473	
0.8428	-0.05532206	-0.05604491	-0.05090679	
0.843	-0.05531498	-0.05604237	-0.05089867	
0.8432	-0.05530808	-0.0560397	-0.05089039	
0.8434	-0.05530139	-0.05603689	-0.05088196	
0.8436	-0.05529492	-0.05603395	-0.05087342	
0.8438	-0.05528868	-0.05603087	-0.05086478	
0.844	-0.05528267	-0.05602768	-0.05085606	
0.8442	-0.0552769	-0.05602437	-0.05084728	
0.8444	-0.05527136	-0.05602095	-0.05083846	
0.8446	-0.05526607	-0.05601742	-0.05082961	
0.8448	-0.05526102	-0.05601379	-0.05082076	
0.845	-0.05525621	-0.05601008	-0.05081192	
0.8452	-0.05525163	-0.05600629	-0.05080309	
0.8454	-0.05524728	-0.05600242	-0.0507943	
0.8455999	-0.05524316	-0.05599849	-0.05078556	
0.8458	-0.05523925	-0.05599451	-0.05077688	
0.846	-0.05523555	-0.05599048	-0.05076827	
0.8462	-0.05523206	-0.05598642	-0.05075974	
0.8464	-0.05522877	-0.05598233	-0.05075129	
0.8466	-0.05522566	-0.05597821	-0.05074295	
0.8468	-0.05522274	-0.05597409	-0.0507347	
0.847	-0.05521999	-0.05596996	-0.05072657	
0.8472	-0.0552174	-0.05596584	-0.05071856	
0.8474	-0.05521498	-0.05596174	-0.05071067	
0.8476	-0.0552127	-0.05595765	-0.05070291	
0.8478	-0.05521057	-0.05595359	-0.05069528	
0.848	-0.05520857	-0.05594956	-0.05068779	
0.8482	-0.05520671	-0.05594557	-0.05068044	
0.8484	-0.05520497	-0.05594162	-0.05067323	
0.8486	-0.05520333	-0.05593773	-0.05066616	
0.8488	-0.05520181	-0.05593388	-0.05065925	
0.849	-0.05520039	-0.0559301	-0.05065248	
0.8492	-0.05519907	-0.05592638	-0.05064587	
0.8494	-0.05519783	-0.05592273	-0.0506394	
0.8496	-0.05519669	-0.05591915	-0.05063309	
0.8498	-0.05519562	-0.05591564	-0.05062693	
0.85	-0.05519463	-0.05591221	-0.05062093	
0.8502	-0.0551937	-0.05590886	-0.05061508	
0.8504	-0.05519285	-0.05590558	-0.05060938	
0.8506	-0.05519205	-0.0559024	-0.05060383	
0.8508	-0.05519131	-0.05589929	-0.05059844	
0.851	-0.05519063	-0.05589627	-0.05059319	
0.8512	-0.05518999	-0.05589334	-0.0505881	
0.8514	-0.0551894	-0.0558905	-0.05058316	
0.8516	-0.05518886	-0.05588774	-0.05057836	
0.8518	-0.05518835	-0.05588507	-0.05057371	
0.852	-0.05518788	-0.05588248	-0.0505692	
0.8522	-0.05518745	-0.05587999	-0.05056484	
0.8524	-0.05518705	-0.05587758	-0.05056061	
0.8526	-0.05518668	-0.05587526	-0.05055653	
0.8528	-0.05518634	-0.05587303	-0.05055258	
0.853	-0.05518602	-0.05587088	-0.05054877	
0.8532	-0.05518573	-0.05586882	-0.05054509	
0.8534	-0.05518546	-0.05586684	-0.05054154	
0.8536	-0.05518521	-0.05586495	-0.05053811	
0.8538	-0.05518498	-0.05586314	-0.05053481	
0.854	-0.05518477	-0.0558614	-0.05053164	
0.8542	-0.05518458	-0.05585975	-0.05052859	
0.8544	-0.0551844	-0.05585818	-0.05052565	
0.8546	-0.05518423	-0.05585667	-0.05052284	
0.8548	-0.05518408	-0.05585525	-0.05052013	
0.855	-0.05518394	-0.0558539	-0.05051754	
0.8552	-0.05518381	-0.05585262	-0.05051506	
0.8554	-0.05518369	-0.05585141	-0.05051268	
0.8556	-0.05518358	-0.05585027	-0.0505104	
0.8558	-0.05518348	-0.0558492	-0.05050823	
0.856	-0.05518339	-0.0558482	-0.05050615	
0.8562	-0.0551833	-0.05584725	-0.05050417	
0.8564	-0.05518322	-0.05584637	-0.05050229	
0.8566	-0.05518315	-0.05584555	-0.0505005	
0.8568	-0.05518308	-0.05584479	-0.05049879	
0.857	-0.05518302	-0.05584409	-0.05049718	
0.8572	-0.05518297	-0.05584344	-0.05049564	
0.8574	-0.05518292	-0.05584285	-0.05049419	
0.8576	-0.05518287	-0.0558423	-0.05049282	
0.8578	-0.05518283	-0.05584181	-0.05049153	
0.858	-0.05518278	-0.05584138	-0.05049031	
0.8582	-0.05518275	-0.05584098	-0.05048917	
0.8584	-0.05518272	-0.05584064	-0.0504881	
0.8586	-0.05518268	-0.05584034	-0.05048709	
0.8588	-0.05518266	-0.05584008	-0.05048615	
0.859	-0.05518263	-0.05583987	-0.05048528	
0.8592	-0.05518261	-0.0558397	-0.05048447	
0.8594	-0.05518259	-0.05583956	-0.05048372	
0.8596	-0.05518257	-0.05583947	-0.05048303	
0.8598	-0.05518255	-0.05583941	-0.0504824	
0.86	-0.05518224	-0.05583939	-0.05048183	
0.8602	-0.05518144	-0.0558394	-0.05048127	
0.8604	-0.05518002	-0.05583945	-0.0504807	
0.8606	-0.0551779	-0.05583952	-0.05048004	
0.8608	-0.05517505	-0.05583961	-0.05047924	
0.861	-0.05517147	-0.05583972	-0.05047825	
0.8612	-0.05516718	-0.05583983	-0.050477	
0.8613999	-0.05516224	-0.05583993	-0.05047546	
0.8616	-0.05515669	-0.05584	-0.05047358	
0.8618	-0.05515059	-0.05584003	-0.05047134	
0.862	-0.05514403	-0.05584	-0.05046871	
0.8622	-0.05513705	-0.0558399	-0.05046568	
0.8624	-0.05512975	-0.05583972	-0.05046225	
0.8626	-0.05512217	-0.05583943	-0.0504584	
0.8628	-0.0551144	-0.05583904	-0.05045414	
0.863	-0.05510648	-0.05583851	-0.05044949	
0.8631999	-0.05509848	-0.05583784	-0.05044445	
0.8634	-0.05509045	-0.05583703	-0.05043904	
0.8636	-0.05508243	-0.05583606	-0.05043328	
0.8638	-0.05507446	-0.05583493	-0.05042719	
0.864	-0.05506659	-0.05583363	-0.05042079	
0.8642	-0.05505884	-0.05583217	-0.05041412	
0.8644	-0.05505125	-0.05583053	-0.05040717	
0.8646	-0.05504384	-0.05582871	-0.0504	
0.8648	-0.05503662	-0.05582673	-0.05039261	
0.8649999	-0.05502961	-0.05582457	-0.05038504	
0.8652	-0.05502283	-0.05582225	-0.05037729	
0.8654	-0.05501628	-0.05581978	-0.05036941	
0.8656	-0.05500998	-0.05581714	-0.05036141	
0.8658	-0.05500393	-0.05581436	-0.0503533	
0.866	-0.05499813	-0.05581144	-0.05034512	
0.8662	-0.05499258	-0.05580838	-0.05033688	
0.8664	-0.05498728	-0.05580521	-0.05032859	
0.8666	-0.05498223	-0.05580191	-0.05032029	
0.8668	-0.05497742	-0.05579852	-0.05031197	
0.867	-0.05497285	-0.05579502	-0.05030365	
0.8672	-0.05496852	-0.05579145	-0.05029536	
0.8674	-0.05496441	-0.05578779	-0.05028711	
0.8676	-0.05496053	-0.05578407	-0.05027889	
0.8678	-0.05495686	-0.0557803	-0.05027073	
0.868	-0.0549534	-0.05577647	-0.05026264	
0.8682	-0.05495013	-0.05577261	-0.05025463	
0.8684	-0.05494706	-0.05576873	-0.0502467	
0.8686	-0.05494416	-0.05576482	-0.05023886	
0.8688	-0.05494145	-0.05576091	-0.05023112	
0.869	-0.05493889	-0.05575699	-0.05022349	
0.8692	-0.0549365	-0.05575308	-0.05021597	
0.8694	-0.05493426	-0.05574919	-0.05020858	
0.8696	-0.05493215	-0.05574531	-0.0502013	
0.8698	-0.05493019	-0.05574147	-0.05019415	
0.87	-0.05492835	-0.05573766	-0.05018713	
0.8702	-0.05492663	-0.05573388	-0.05018025	
0.8704	-0.05492503	-0.05573016	-0.0501735	
0.8706	-0.05492354	-0.05572648	-0.05016689	
0.8708	-0.05492214	-0.05572287	-0.05016042	
0.871	-0.05492084	-0.05571931	-0.0501541	
0.8712	-0.05491963	-0.05571581	-0.05014792	
0.8714	-0.05491851	-0.05571239	-0.05014188	
0.8716	-0.05491746	-0.05570903	-0.050136	
0.8718	-0.05491649	-0.05570575	-0.05013026	
0.872	-0.05491558	-0.05570255	-0.05012466	
0.8722	-0.05491475	-0.05569942	-0.05011921	
0.8724	-0.05491397	-0.05569638	-0.05011391	
0.8726	-0.05491324	-0.05569341	-0.05010875	
0.8728	-0.05491257	-0.05569053	-0.05010375	
0.873	-0.05491195	-0.05568774	-0.05009888	
0.8732	-0.05491138	-0.05568502	-0.05009416	
0.8734	-0.05491084	-0.0556824	-0.05008958	
0.8736	-0.05491035	-0.05567986	-0.05008514	
0.8738	-0.05490989	-0.0556774	-0.05008084	
0.874	-0.05490947	-0.05567504	-0.05007667	
0.8742	-0.05490908	-0.05567275	-0.05007265	
0.8744	-0.05490872	-0.05567056	-0.05006876	
0.8746	-0.05490838	-0.05566845	-0.050065	
0.8748	-0.05490808	-0.05566642	-0.05006137	
0.875	-0.05490779	-0.05566447	-0.05005787	
0.8752	-0.05490753	-0.05566261	-0.05005449	
0.8754	-0.05490729	-0.05566083	-0.05005125	
0.8756	-0.05490706	-0.05565913	-0.05004812	
0.8758	-0.05490686	-0.05565751	-0.05004511	
0.876	-0.05490667	-0.05565596	-0.05004222	
0.8762	-0.05490649	-0.05565449	-0.05003944	
0.8764	-0.05490633	-0.0556531	-0.05003678	
0.8766	-0.05490618	-0.05565178	-0.05003423	
0.8768	-0.05490605	-0.05565053	-0.05003178	
0.877	-0.05490592	-0.05564936	-0.05002944	
0.8772	-0.05490581	-0.05564824	-0.05002721	
0.8774	-0.0549057	-0.05564721	-0.05002507	
0.8776	-0.0549056	-0.05564623	-0.05002303	
0.8778	-0.05490551	-0.05564532	-0.05002109	
0.878	-0.05490543	-0.05564447	-0.05001925	
0.8782	-0.05490535	-0.05564368	-0.05001749	
0.8784	-0.05490528	-0.05564295	-0.05001582	
0.8786	-0.05490491	-0.05564228	-0.05001424	
0.8788	-0.05490404	-0.05564167	-0.05001272	
0.8789999	-0.05490251	-0.0556411	-0.05001119	
0.8792	-0.05490026	-0.05564059	-0.05000961	
0.8794	-0.05489724	-0.05564012	-0.05000791	
0.8796	-0.05489347	-0.05563968	-0.05000603	
0.8798	-0.05488896	-0.05563926	-0.05000391	
0.88	-0.05488376	-0.05563884	-0.05000151	
0.8802	-0.05487792	-0.05563841	-0.04999879	
0.8804	-0.05487153	-0.05563796	-0.04999571	
0.8806	-0.05486463	-0.05563747	-0.04999226	
0.8807999	-0.05485731	-0.05563692	-0.0499884	
0.881	-0.05484964	-0.05563629	-0.04998414	
0.8812	-0.0548417	-0.05563558	-0.04997948	
0.8814	-0.05483354	-0.05563476	-0.04997441	
0.8816	-0.05482523	-0.05563382	-0.04996895	
0.8818	-0.05481683	-0.05563276	-0.04996311	
0.882	-0.0548084	-0.05563154	-0.0499569	
0.8822	-0.05479999	-0.05563019	-0.04995034	
0.8824	-0.05479163	-0.05562867	-0.04994346	
0.8825999	-0.05478337	-0.055627	-0.04993628	
0.8828	-0.05477523	-0.05562516	-0.04992882	
0.883	-0.05476726	-0.05562314	-0.04992111	
0.8832	-0.05475948	-0.05562096	-0.04991316	
0.8834	-0.0547519	-0.05561862	-0.04990502	
0.8836	-0.05474454	-0.0556161	-0.04989669	
0.8838	-0.05473742	-0.05561343	-0.0498882	
0.884	-0.05473055	-0.0556106	-0.04987958	
0.8842	-0.05472393	-0.05560761	-0.04987086	
0.8844	-0.05471757	-0.05560448	-0.04986204	
0.8846	-0.05471147	-0.05560122	-0.04985315	
0.8848	-0.05470564	-0.05559782	-0.04984422	
0.885	-0.05470007	-0.05559431	-0.04983525	
0.8852	-0.05469476	-0.05559068	-0.04982628	
0.8854	-0.05468971	-0.05558695	-0.0498173	
0.8856	-0.0546849	-0.05558313	-0.04980834	
0.8858	-0.05468035	-0.05557923	-0.04979942	
0.886	-0.05467603	-0.05557525	-0.04979054	
0.8862	-0.05467194	-0.05557122	-0.04978172	
0.8864	-0.05466808	-0.05556713	-0.04977297	
0.8866	-0.05466444	-0.055563	-0.0497643	
0.8868	-0.05466101	-0.05555883	-0.04975571	
0.887	-0.05465777	-0.05555465	-0.04974723	
0.8872	-0.05465472	-0.05555045	-0.04973886	
0.8874	-0.05465186	-0.05554625	-0.0497306	
0.8876	-0.05464918	-0.05554205	-0.04972245	
0.8878	-0.05464666	-0.05553786	-0.04971443	
0.888	-0.05464429	-0.05553369	-0.04970655	
0.8882	-0.05464208	-0.05552955	-0.0496988	
0.8884	-0.05464001	-0.05552544	-0.04969119	
0.8886	-0.05463808	-0.05552138	-0.04968372	
0.8888	-0.05463627	-0.05551735	-0.0496764	
0.889	-0.05463458	-0.05551339	-0.04966923	
0.8892	-0.05463301	-0.05550947	-0.04966222	
0.8894	-0.05463154	-0.05550562	-0.04965535	
0.8896	-0.05463017	-0.05550184	-0.04964864	
0.8898	-0.05462889	-0.05549813	-0.04964209	
0.89	-0.05462771	-0.05549449	-0.0496357	
0.8902	-0.0546266	-0.05549093	-0.04962946	
0.8904	-0.05462558	-0.05548745	-0.04962338	
0.8906	-0.05462462	-0.05548405	-0.04961746	
0.8908	-0.05462374	-0.05548074	-0.0496117	
0.891	-0.05462292	-0.05547751	-0.04960609	
0.8912	-0.05462215	-0.05547437	-0.04960064	
0.8914	-0.05462145	-0.05547132	-0.04959535	
0.8916	-0.05462079	-0.05546836	-0.04959021	
0.8918	-0.05462018	-0.05546549	-0.04958523	
0.892	-0.05461962	-0.05546272	-0.04958039	
0.8922	-0.0546191	-0.05546003	-0.04957571	
0.8924	-0.05461862	-0.05545744	-0.04957118	
0.8926	-0.05461817	-0.05545494	-0.04956679	
0.8928	-0.05461776	-0.05545253	-0.04956254	
0.893	-0.05461738	-0.05545021	-0.04955845	
0.8932	-0.05461703	-0.05544798	-0.04955449	
0.8934	-0.0546167	-0.05544584	-0.04955067	
0.8936	-0.0546164	-0.05544379	-0.04954698	
0.8938	-0.05461613	-0.05544183	-0.04954343	
0.894	-0.05461587	-0.05543995	-0.04954001	
0.8942	-0.05461564	-0.05543816	-0.04953672	
0.8944	-0.05461542	-0.05543645	-0.04953356	
