Time	(23) Combined Output	
1.626	-0.06097396	
1.6262	-0.06097383	
1.6264	-0.0609737	
1.6266	-0.06097357	
1.6268	-0.06097343	
1.627	-0.0609733	
1.6272	-0.06097317	
1.6274	-0.06097304	
1.6276	-0.0609729	
1.6278	-0.06097277	
1.628	-0.06097264	
1.6282	-0.0609725	
1.6284	-0.06097237	
1.6286	-0.06097224	
1.6288	-0.06097211	
1.629	-0.06097197	
1.6292	-0.06097184	
1.6294	-0.06097171	
1.6296	-0.06097157	
1.6298	-0.06097144	
1.63	-0.0609713	
1.6302	-0.06097117	
1.6304	-0.06097104	
1.6306	-0.06097091	
1.6308	-0.06097077	
1.631	-0.06097064	
1.6312	-0.0609705	
1.6314	-0.06097037	
1.6316	-0.06097024	
1.6318	-0.0609701	
1.632	-0.06096997	
1.6322	-0.06096983	
1.6324	-0.0609697	
1.6326	-0.06096957	
1.6328	-0.06096943	
1.633	-0.0609693	
1.6332	-0.06096916	
1.6334	-0.06096903	
1.6336	-0.06096889	
1.6338	-0.06096876	
1.634	-0.06096863	
1.6342	-0.06096849	
1.6344	-0.06096835	
1.6346	-0.06096822	
1.6348	-0.06096809	
1.635	-0.06096795	
1.6352	-0.06096782	
1.6354	-0.06096768	
1.6356	-0.06096755	
1.6358	-0.06096741	
1.636	-0.06096728	
1.6362	-0.06096714	
1.6364	-0.06096701	
1.6366	-0.06096687	
1.6368	-0.06096673	
1.637	-0.0609666	
1.6372	-0.06096646	
1.6374	-0.06096633	
1.6376	-0.06096619	
1.6378	-0.06096606	
1.638	-0.06096592	
1.6382	-0.06096578	
1.6384	-0.06096565	
1.6386	-0.06096551	
1.6388	-0.06096538	
1.639	-0.06096524	
1.6392	-0.06096511	
1.6394	-0.06096497	
1.6396	-0.06096483	
1.6398	-0.0609647	
1.64	-0.06096456	
1.6402	-0.06096442	
1.6404	-0.06096429	
1.6406	-0.06096415	
1.6408	-0.06096401	
1.641	-0.06096388	
1.6412	-0.06096374	
1.6414	-0.0609636	
1.6416	-0.06096347	
1.6418	-0.06096333	
1.642	-0.06096319	
1.6422	-0.06096305	
1.6424	-0.06096292	
1.6426	-0.06096278	
1.6428	-0.06096264	
1.643	-0.06096251	
1.6432	-0.06096237	
1.6434	-0.06096223	
1.6436	-0.06096209	
1.6438	-0.06096195	
1.644	-0.06096182	
1.6442	-0.06096168	
1.6444	-0.06096154	
1.6446	-0.06096141	
1.6448	-0.06096127	
1.645	-0.06096113	
1.6452	-0.06096099	
1.6454	-0.06096085	
1.6456	-0.06096071	
1.6458	-0.06096058	
1.646	-0.06096044	
1.6462	-0.0609603	
1.6464	-0.06096016	
1.6466	-0.06096002	
1.6468	-0.06095989	
1.647	-0.06095975	
1.6472	-0.06095961	
1.6474	-0.06095947	
1.6476	-0.06095933	
1.6478	-0.06095919	
1.648	-0.06095905	
1.6482	-0.06095891	
1.6484	-0.06095878	
1.6486	-0.06095864	
1.6488	-0.0609585	
1.649	-0.06095836	
1.6492	-0.06095822	
1.6494	-0.06095808	
1.6496	-0.06095794	
1.6498	-0.0609578	
1.65	-0.06095766	
1.6502	-0.06095752	
1.6504	-0.06095738	
1.6506	-0.06095724	
1.6508	-0.0609571	
1.651	-0.06095696	
1.6512	-0.06095682	
1.6514	-0.06095668	
1.6516	-0.06095655	
1.6518	-0.0609564	
1.652	-0.06095627	
1.6522	-0.06095612	
1.6524	-0.06095598	
1.6526	-0.06095584	
1.6528	-0.0609557	
1.653	-0.06095556	
1.6532	-0.06095542	
1.6534	-0.06095528	
1.6536	-0.06095514	
1.6538	-0.060955	
1.654	-0.06095486	
1.6542	-0.06095472	
1.6544	-0.06095458	
1.6546	-0.06095444	
1.6548	-0.0609543	
1.655	-0.06095416	
1.6552	-0.06095402	
1.6554	-0.06095387	
1.6556	-0.06095373	
1.6558	-0.06095359	
1.656	-0.06095345	
1.6562	-0.06095331	
1.6564	-0.06095317	
1.6566	-0.06095303	
1.6568	-0.06095289	
1.657	-0.06095275	
1.6572	-0.0609526	
1.6574	-0.06095246	
1.6576	-0.06095232	
1.6578	-0.06095218	
1.658	-0.06095204	
1.6582	-0.06095189	
1.6584	-0.06095175	
1.6586	-0.06095161	
1.6588	-0.06095147	
1.659	-0.06095133	
1.6592	-0.06095118	
1.6594	-0.06095104	
1.6596	-0.0609509	
1.6598	-0.06095076	
1.66	-0.06095061	
1.6602	-0.06095047	
1.6604	-0.06095033	
1.6606	-0.06095019	
1.6608	-0.06095004	
1.661	-0.0609499	
1.6612	-0.06094976	
1.6614	-0.06094962	
1.6616	-0.06094947	
1.6618	-0.06094933	
1.662	-0.06094919	
1.6622	-0.06094904	
1.6624	-0.0609489	
1.6626	-0.06094876	
1.6628	-0.06094861	
1.663	-0.06094847	
1.6632	-0.06094833	
1.6634	-0.06094819	
1.6636	-0.06094804	
1.6638	-0.0609479	
1.664	-0.06094775	
1.6642	-0.06094761	
1.6644	-0.06094747	
1.6646	-0.06094732	
1.6648	-0.06094718	
1.665	-0.06094703	
1.6652	-0.06094689	
1.6654	-0.06094675	
1.6656	-0.0609466	
1.6658	-0.06094646	
1.666	-0.06094632	
1.6662	-0.06094617	
1.6664	-0.06094602	
1.6666	-0.06094588	
1.6668	-0.06094574	
1.667	-0.06094559	
1.6672	-0.06094545	
1.6674	-0.0609453	
1.6676	-0.06094516	
1.6678	-0.06094502	
1.668	-0.06094487	
1.6682	-0.06094472	
1.6684	-0.06094458	
1.6686	-0.06094443	
1.6688	-0.06094429	
1.669	-0.06094414	
1.6692	-0.060944	
1.6694	-0.06094385	
1.6696	-0.06094371	
1.6698	-0.06094356	
1.67	-0.06094342	
1.6702	-0.06094327	
1.6704	-0.06094313	
1.6706	-0.06094298	
1.6708	-0.06094284	
1.671	-0.06094269	
1.6712	-0.06094255	
1.6714	-0.0609424	
1.6716	-0.06094225	
1.6718	-0.06094211	
1.672	-0.06094196	
1.6722	-0.06094182	
1.6724	-0.06094167	
1.6726	-0.06094152	
1.6728	-0.06094138	
1.673	-0.06094123	
1.6732	-0.06094108	
1.6734	-0.06094094	
1.6736	-0.06094079	
1.6738	-0.06094065	
1.674	-0.0609405	
1.6742	-0.06094035	
1.6744	-0.0609402	
1.6746	-0.06094006	
1.6748	-0.06093991	
1.675	-0.06093976	
1.6752	-0.06093962	
1.6754	-0.06093947	
1.6756	-0.06093932	
1.6758	-0.06093917	
1.676	-0.06093903	
1.6762	-0.06093888	
1.6764	-0.06093873	
1.6766	-0.06093859	
1.6768	-0.06093844	
1.677	-0.06093829	
1.6772	-0.06093814	
1.6774	-0.060938	
1.6776	-0.06093785	
1.6778	-0.0609377	
1.678	-0.06093755	
1.6782	-0.0609374	
1.6784	-0.06093726	
1.6786	-0.06093711	
1.6788	-0.06093696	
1.679	-0.06093681	
1.6792	-0.06093667	
1.6794	-0.06093652	
1.6796	-0.06093637	
1.6798	-0.06093622	
1.68	-0.06093607	
1.6802	-0.06093593	
1.6804	-0.06093578	
1.6806	-0.06093563	
1.6808	-0.06093548	
1.681	-0.06093533	
1.6812	-0.06093518	
1.6814	-0.06093503	
1.6816	-0.06093488	
1.6818	-0.06093473	
1.682	-0.06093458	
1.6822	-0.06093444	
1.6824	-0.06093429	
1.6826	-0.06093414	
1.6828	-0.06093399	
1.683	-0.06093384	
1.6832	-0.06093369	
1.6834	-0.06093354	
1.6836	-0.06093339	
1.6838	-0.06093324	
1.684	-0.06093309	
1.6842	-0.06093295	
1.6844	-0.06093279	
1.6846	-0.06093264	
1.6848	-0.06093249	
1.685	-0.06093235	
1.6852	-0.0609322	
1.6854	-0.06093204	
1.6856	-0.06093189	
1.6858	-0.06093175	
1.686	-0.06093159	
1.6862	-0.06093144	
1.6864	-0.0609313	
1.6866	-0.06093114	
1.6868	-0.06093099	
1.687	-0.06093084	
1.6872	-0.06093069	
1.6874	-0.06093054	
1.6876	-0.06093039	
1.6878	-0.06093024	
1.688	-0.06093009	
1.6882	-0.06092994	
1.6884	-0.06092979	
1.6886	-0.06092964	
1.6888	-0.06092949	
1.689	-0.06092934	
1.6892	-0.06092919	
1.6894	-0.06092903	
1.6896	-0.06092888	
1.6898	-0.06092873	
1.69	-0.06092858	
1.6902	-0.06092843	
1.6904	-0.06092828	
1.6906	-0.06092812	
1.6908	-0.06092798	
1.691	-0.06092782	
1.6912	-0.06092767	
1.6914	-0.06092752	
1.6916	-0.06092737	
1.6918	-0.06092722	
1.692	-0.06092706	
1.6922	-0.06092691	
1.6924	-0.06092676	
1.6926	-0.06092661	
1.6928	-0.06092646	
1.693	-0.0609263	
1.6932	-0.06092615	
1.6934	-0.060926	
1.6936	-0.06092585	
1.6938	-0.0609257	
1.694	-0.06092554	
1.6942	-0.06092539	
1.6944	-0.06092524	
1.6946	-0.06092509	
1.6948	-0.06092493	
1.695	-0.06092478	
1.6952	-0.06092463	
1.6954	-0.06092447	
1.6956	-0.06092432	
1.6958	-0.06092417	
1.696	-0.06092402	
1.6962	-0.06092386	
1.6964	-0.06092371	
1.6966	-0.06092355	
1.6968	-0.0609234	
1.697	-0.06092325	
1.6972	-0.0609231	
1.6974	-0.06092294	
1.6976	-0.06092279	
1.6978	-0.06092263	
1.698	-0.06092248	
1.6982	-0.06092233	
1.6984	-0.06092217	
1.6986	-0.06092202	
1.6988	-0.06092187	
1.699	-0.06092171	
1.6992	-0.06092156	
1.6994	-0.0609214	
1.6996	-0.06092125	
1.6998	-0.0609211	
1.7	-0.06092094	
1.7002	-0.06092079	
1.7004	-0.06092063	
1.7006	-0.06092048	
1.7008	-0.06092032	
1.701	-0.06092017	
1.7012	-0.06092001	
1.7014	-0.06091986	
1.7016	-0.06091971	
1.7018	-0.06091955	
1.702	-0.0609194	
1.7022	-0.06091924	
1.7024	-0.06091909	
1.7026	-0.06091893	
1.7028	-0.06091878	
1.703	-0.06091862	
1.7032	-0.06091847	
1.7034	-0.06091831	
1.7036	-0.06091816	
1.7038	-0.060918	
1.704	-0.06091785	
1.7042	-0.06091769	
1.7044	-0.06091753	
1.7046	-0.06091738	
1.7048	-0.06091722	
1.705	-0.06091707	
1.7052	-0.06091691	
1.7054	-0.06091676	
1.7056	-0.0609166	
1.7058	-0.06091645	
1.706	-0.06091629	
1.7062	-0.06091613	
1.7064	-0.06091598	
1.7066	-0.06091582	
1.7068	-0.06091566	
1.707	-0.06091551	
1.7072	-0.06091535	
1.7074	-0.06091519	
1.7076	-0.06091504	
1.7078	-0.06091488	
1.708	-0.06091473	
1.7082	-0.06091457	
1.7084	-0.06091441	
1.7086	-0.06091426	
1.7088	-0.0609141	
1.709	-0.06091394	
1.7092	-0.06091379	
1.7094	-0.06091363	
1.7096	-0.06091347	
1.7098	-0.06091331	
1.71	-0.06091316	
1.7102	-0.060913	
1.7104	-0.06091284	
1.7106	-0.06091269	
1.7108	-0.06091253	
1.711	-0.06091237	
1.7112	-0.06091221	
1.7114	-0.06091206	
1.7116	-0.0609119	
1.7118	-0.06091174	
1.712	-0.06091158	
1.7122	-0.06091142	
1.7124	-0.06091127	
1.7126	-0.06091111	
1.7128	-0.06091095	
1.713	-0.06091079	
1.7132	-0.06091063	
1.7134	-0.06091048	
1.7136	-0.06091032	
1.7138	-0.06091016	
1.714	-0.06091	
1.7142	-0.06090984	
1.7144	-0.06090968	
1.7146	-0.06090953	
1.7148	-0.06090937	
1.715	-0.06090921	
1.7152	-0.06090905	
1.7154	-0.06090889	
1.7156	-0.06090873	
1.7158	-0.06090857	
1.716	-0.06090842	
1.7162	-0.06090826	
1.7164	-0.0609081	
1.7166	-0.06090794	
1.7168	-0.06090778	
1.717	-0.06090762	
1.7172	-0.06090746	
1.7174	-0.0609073	
1.7176	-0.06090714	
1.7178	-0.06090698	
1.718	-0.06090683	
1.7182	-0.06090667	
1.7184	-0.06090651	
1.7186	-0.06090635	
1.7188	-0.06090619	
1.719	-0.06090603	
1.7192	-0.06090587	
1.7194	-0.06090571	
1.7196	-0.06090555	
1.7198	-0.06090539	
1.72	-0.06090523	
1.7202	-0.06090507	
1.7204	-0.06090491	
1.7206	-0.06090475	
1.7208	-0.06090459	
1.721	-0.06090443	
1.7212	-0.06090427	
1.7214	-0.06090411	
1.7216	-0.06090395	
1.7218	-0.06090379	
1.722	-0.06090362	
1.7222	-0.06090346	
1.7224	-0.0609033	
1.7226	-0.06090314	
1.7228	-0.06090298	
1.723	-0.06090282	
1.7232	-0.06090266	
1.7234	-0.0609025	
1.7236	-0.06090234	
1.7238	-0.06090218	
1.724	-0.06090202	
1.7242	-0.06090185	
1.7244	-0.06090169	
1.7246	-0.06090153	
1.7248	-0.06090137	
1.725	-0.06090121	
1.7252	-0.06090105	
1.7254	-0.06090089	
1.7256	-0.06090073	
1.7258	-0.06090057	
1.726	-0.0609004	
1.7262	-0.06090024	
1.7264	-0.06090008	
1.7266	-0.06089992	
1.7268	-0.06089975	
1.727	-0.06089959	
1.7272	-0.06089943	
1.7274	-0.06089927	
1.7276	-0.0608991	
1.7278	-0.06089894	
1.728	-0.06089878	
1.7282	-0.06089862	
1.7284	-0.06089846	
1.7286	-0.0608983	
1.7288	-0.06089813	
1.729	-0.06089797	
1.7292	-0.06089781	
1.7294	-0.06089764	
1.7296	-0.06089748	
1.7298	-0.06089732	
1.73	-0.06089716	
1.7302	-0.06089699	
1.7304	-0.06089683	
1.7306	-0.06089667	
1.7308	-0.0608965	
1.731	-0.06089634	
1.7312	-0.06089618	
1.7314	-0.06089601	
1.7316	-0.06089585	
1.7318	-0.06089569	
1.732	-0.06089552	
1.7322	-0.06089536	
1.7324	-0.0608952	
1.7326	-0.06089503	
1.7328	-0.06089487	
1.733	-0.06089471	
1.7332	-0.06089454	
1.7334	-0.06089438	
1.7336	-0.06089421	
1.7338	-0.06089405	
1.734	-0.06089389	
1.7342	-0.06089372	
1.7344	-0.06089356	
1.7346	-0.06089339	
1.7348	-0.06089323	
1.735	-0.06089307	
1.7352	-0.0608929	
1.7354	-0.06089274	
1.7356	-0.06089257	
1.7358	-0.06089241	
1.736	-0.06089224	
1.7362	-0.06089208	
1.7364	-0.06089192	
1.7366	-0.06089175	
1.7368	-0.06089159	
1.737	-0.06089142	
1.7372	-0.06089126	
1.7374	-0.06089109	
1.7376	-0.06089092	
1.7378	-0.06089076	
1.738	-0.0608906	
1.7382	-0.06089043	
1.7384	-0.06089026	
1.7386	-0.0608901	
1.7388	-0.06088993	
1.739	-0.06088977	
1.7392	-0.06088961	
1.7394	-0.06088944	
1.7396	-0.06088927	
1.7398	-0.06088911	
1.74	-0.06088894	
1.7402	-0.06088877	
1.7404	-0.06088861	
1.7406	-0.06088844	
1.7408	-0.06088828	
1.741	-0.06088811	
1.7412	-0.06088795	
1.7414	-0.06088778	
1.7416	-0.06088761	
1.7418	-0.06088745	
1.742	-0.06088728	
1.7422	-0.06088712	
1.7424	-0.06088695	
1.7426	-0.06088678	
1.7428	-0.06088662	
1.743	-0.06088645	
1.7432	-0.06088628	
1.7434	-0.06088611	
1.7436	-0.06088595	
1.7438	-0.06088578	
1.744	-0.06088562	
1.7442	-0.06088545	
1.7444	-0.06088528	
1.7446	-0.06088512	
1.7448	-0.06088495	
1.745	-0.06088478	
1.7452	-0.06088461	
1.7454	-0.06088445	
1.7456	-0.06088428	
1.7458	-0.06088411	
1.746	-0.06088394	
1.7462	-0.06088378	
1.7464	-0.06088361	
1.7466	-0.06088344	
1.7468	-0.06088328	
1.747	-0.06088311	
1.7472	-0.06088294	
1.7474	-0.06088277	
1.7476	-0.0608826	
1.7478	-0.06088243	
1.748	-0.06088227	
1.7482	-0.0608821	
1.7484	-0.06088193	
1.7486	-0.06088176	
1.7488	-0.0608816	
1.749	-0.06088143	
1.7492	-0.06088126	
1.7494	-0.06088109	
1.7496	-0.06088092	
1.7498	-0.06088075	
1.75	-0.06088059	
1.7502	-0.06088042	
1.7504	-0.06088025	
1.7506	-0.06088008	
1.7508	-0.06087991	
1.751	-0.06087974	
1.7512	-0.06087957	
1.7514	-0.06087941	
1.7516	-0.06087923	
1.7518	-0.06087907	
1.752	-0.0608789	
1.7522	-0.06087873	
1.7524	-0.06087856	
1.7526	-0.06087839	
1.7528	-0.06087822	
1.753	-0.06087805	
1.7532	-0.06087788	
1.7534	-0.06087771	
1.7536	-0.06087754	
1.7538	-0.06087737	
1.754	-0.0608772	
1.7542	-0.06087703	
1.7544	-0.06087686	
1.7546	-0.06087669	
1.7548	-0.06087653	
1.755	-0.06087635	
1.7552	-0.06087618	
1.7554	-0.06087602	
1.7556	-0.06087584	
1.7558	-0.06087567	
1.756	-0.06087551	
1.7562	-0.06087533	
1.7564	-0.06087516	
1.7566	-0.06087499	
1.7568	-0.06087482	
1.757	-0.06087465	
1.7572	-0.06087448	
1.7574	-0.06087431	
1.7576	-0.06087414	
1.7578	-0.06087397	
1.758	-0.0608738	
1.7582	-0.06087363	
1.7584	-0.06087346	
1.7586	-0.06087328	
1.7588	-0.06087312	
1.759	-0.06087295	
1.7592	-0.06087277	
1.7594	-0.0608726	
1.7596	-0.06087243	
1.7598	-0.06087226	
1.76	-0.06087209	
1.7602	-0.06087192	
1.7604	-0.06087175	
1.7606	-0.06087158	
1.7608	-0.0608714	
1.761	-0.06087123	
1.7612	-0.06087106	
1.7614	-0.06087089	
1.7616	-0.06087071	
1.7618	-0.06087054	
1.762	-0.06087037	
1.7622	-0.0608702	
1.7624	-0.06087003	
1.7626	-0.06086986	
1.7628	-0.06086969	
1.763	-0.06086951	
1.7632	-0.06086934	
1.7634	-0.06086917	
1.7636	-0.060869	
1.7638	-0.06086882	
1.764	-0.06086865	
1.7642	-0.06086848	
1.7644	-0.0608683	
1.7646	-0.06086813	
1.7648	-0.06086796	
1.765	-0.06086779	
1.7652	-0.06086762	
1.7654	-0.06086744	
1.7656	-0.06086727	
1.7658	-0.0608671	
1.766	-0.06086692	
1.7662	-0.06086675	
1.7664	-0.06086658	
1.7666	-0.0608664	
1.7668	-0.06086623	
1.767	-0.06086606	
1.7672	-0.06086589	
1.7674	-0.06086571	
1.7676	-0.06086554	
1.7678	-0.06086536	
1.768	-0.06086519	
1.7682	-0.06086502	
1.7684	-0.06086484	
1.7686	-0.06086467	
1.7688	-0.0608645	
1.769	-0.06086432	
1.7692	-0.06086415	
1.7694	-0.06086398	
1.7696	-0.0608638	
1.7698	-0.06086363	
1.77	-0.06086345	
1.7702	-0.06086328	
1.7704	-0.0608631	
1.7706	-0.06086293	
1.7708	-0.06086276	
1.771	-0.06086258	
1.7712	-0.06086241	
1.7714	-0.06086223	
1.7716	-0.06086206	
1.7718	-0.06086188	
1.772	-0.06086171	
1.7722	-0.06086154	
1.7724	-0.06086136	
1.7726	-0.06086119	
1.7728	-0.06086101	
1.773	-0.06086084	
1.7732	-0.06086066	
1.7734	-0.06086048	
1.7736	-0.06086031	
1.7738	-0.06086013	
1.774	-0.06085996	
1.7742	-0.06085978	
1.7744	-0.06085961	
1.7746	-0.06085943	
1.7748	-0.06085926	
1.775	-0.06085908	
1.7752	-0.06085891	
1.7754	-0.06085873	
1.7756	-0.06085856	
1.7758	-0.06085838	
1.776	-0.0608582	
1.7762	-0.06085803	
1.7764	-0.06085785	
1.7766	-0.06085768	
1.7768	-0.0608575	
1.777	-0.06085733	
1.7772	-0.06085715	
1.7774	-0.06085697	
1.7776	-0.0608568	
1.7778	-0.06085662	
1.778	-0.06085644	
1.7782	-0.06085627	
1.7784	-0.06085609	
1.7786	-0.06085591	
1.7788	-0.06085574	
1.779	-0.06085556	
1.7792	-0.06085538	
1.7794	-0.06085521	
1.7796	-0.06085503	
1.7798	-0.06085486	
1.78	-0.06085468	
1.7802	-0.0608545	
1.7804	-0.06085432	
1.7806	-0.06085415	
1.7808	-0.06085397	
1.781	-0.06085379	
1.7812	-0.06085362	
1.7814	-0.06085344	
1.7816	-0.06085326	
1.7818	-0.06085308	
1.782	-0.06085291	
1.7822	-0.06085273	
1.7824	-0.06085255	
1.7826	-0.06085237	
1.7828	-0.0608522	
1.783	-0.06085202	
1.7832	-0.06085184	
1.7834	-0.06085166	
1.7836	-0.06085148	
1.7838	-0.06085131	
1.784	-0.06085113	
1.7842	-0.06085095	
1.7844	-0.06085077	
1.7846	-0.06085059	
1.7848	-0.06085042	
1.785	-0.06085024	
1.7852	-0.06085006	
1.7854	-0.06084988	
1.7856	-0.0608497	
1.7858	-0.06084953	
1.786	-0.06084935	
1.7862	-0.06084917	
1.7864	-0.06084899	
1.7866	-0.06084881	
1.7868	-0.06084863	
1.787	-0.06084846	
1.7872	-0.06084828	
1.7874	-0.0608481	
1.7876	-0.06084792	
1.7878	-0.06084774	
1.788	-0.06084756	
1.7882	-0.06084738	
1.7884	-0.0608472	
1.7886	-0.06084702	
1.7888	-0.06084684	
1.789	-0.06084666	
1.7892	-0.06084649	
1.7894	-0.06084631	
1.7896	-0.06084613	
1.7898	-0.06084595	
1.79	-0.06084577	
1.7902	-0.06084559	
1.7904	-0.06084541	
1.7906	-0.06084523	
1.7908	-0.06084505	
1.791	-0.06084487	
1.7912	-0.06084469	
1.7914	-0.06084451	
1.7916	-0.06084433	
1.7918	-0.06084415	
1.792	-0.06084397	
1.7922	-0.06084379	
1.7924	-0.06084361	
1.7926	-0.06084343	
1.7928	-0.06084325	
1.793	-0.06084307	
1.7932	-0.06084289	
1.7934	-0.06084271	
1.7936	-0.06084253	
1.7938	-0.06084235	
1.794	-0.06084216	
1.7942	-0.06084199	
1.7944	-0.0608418	
1.7946	-0.06084162	
1.7948	-0.06084144	
1.795	-0.06084126	
1.7952	-0.06084108	
1.7954	-0.0608409	
1.7956	-0.06084072	
1.7958	-0.06084054	
1.796	-0.06084035	
1.7962	-0.06084017	
1.7964	-0.06083999	
1.7966	-0.06083981	
1.7968	-0.06083963	
1.797	-0.06083945	
1.7972	-0.06083927	
1.7974	-0.06083908	
1.7976	-0.0608389	
1.7978	-0.06083872	
1.798	-0.06083854	
1.7982	-0.06083836	
1.7984	-0.06083818	
1.7986	-0.060838	
1.7988	-0.06083781	
1.799	-0.06083763	
1.7992	-0.06083745	
1.7994	-0.06083727	
1.7996	-0.06083708	
1.7998	-0.0608369	
1.8	-0.06083672	
1.8002	-0.06083654	
1.8004	-0.06083636	
1.8006	-0.06083617	
1.8008	-0.06083599	
1.801	-0.06083581	
1.8012	-0.06083563	
1.8014	-0.06083544	
1.8016	-0.06083526	
1.8018	-0.06083508	
1.802	-0.06083489	
1.8022	-0.06083471	
1.8024	-0.06083453	
1.8026	-0.06083434	
1.8028	-0.06083416	
1.803	-0.06083398	
1.8032	-0.0608338	
1.8034	-0.06083361	
1.8036	-0.06083343	
1.8038	-0.06083325	
1.804	-0.06083306	
1.8042	-0.06083288	
1.8044	-0.06083269	
1.8046	-0.06083251	
1.8048	-0.06083233	
1.805	-0.06083215	
1.8052	-0.06083196	
1.8054	-0.06083178	
1.8056	-0.0608316	
1.8058	-0.06083141	
1.806	-0.06083123	
1.8062	-0.06083104	
1.8064	-0.06083086	
1.8066	-0.06083068	
1.8068	-0.06083049	
1.807	-0.06083031	
1.8072	-0.06083012	
1.8074	-0.06082994	
1.8076	-0.06082975	
1.8078	-0.06082957	
1.808	-0.06082939	
1.8082	-0.0608292	
1.8084	-0.06082901	
1.8086	-0.06082883	
1.8088	-0.06082864	
1.809	-0.06082846	
1.8092	-0.06082828	
1.8094	-0.06082809	
1.8096	-0.06082791	
1.8098	-0.06082772	
1.81	-0.06082754	
1.8102	-0.06082735	
1.8104	-0.06082717	
1.8106	-0.06082698	
1.8108	-0.0608268	
1.811	-0.06082661	
1.8112	-0.06082642	
1.8114	-0.06082624	
1.8116	-0.06082606	
1.8118	-0.06082587	
1.812	-0.06082568	
1.8122	-0.0608255	
1.8124	-0.06082531	
1.8126	-0.06082513	
1.8128	-0.06082494	
1.813	-0.06082476	
1.8132	-0.06082457	
1.8134	-0.06082438	
1.8136	-0.0608242	
1.8138	-0.06082401	
1.814	-0.06082383	
1.8142	-0.06082364	
1.8144	-0.06082346	
1.8146	-0.06082327	
1.8148	-0.06082308	
1.815	-0.0608229	
1.8152	-0.06082271	
1.8154	-0.06082252	
1.8156	-0.06082234	
1.8158	-0.06082215	
1.816	-0.06082196	
1.8162	-0.06082178	
1.8164	-0.06082159	
1.8166	-0.0608214	
1.8168	-0.06082122	
1.817	-0.06082103	
1.8172	-0.06082084	
1.8174	-0.06082066	
1.8176	-0.06082047	
1.8178	-0.06082028	
1.818	-0.0608201	
1.8182	-0.06081991	
1.8184	-0.06081972	
1.8186	-0.06081953	
1.8188	-0.06081935	
1.819	-0.06081916	
1.8192	-0.06081897	
1.8194	-0.06081878	
1.8196	-0.0608186	
1.8198	-0.06081841	
1.82	-0.06081822	
1.8202	-0.06081804	
1.8204	-0.06081785	
1.8206	-0.06081766	
1.8208	-0.06081747	
1.821	-0.06081728	
1.8212	-0.06081709	
1.8214	-0.06081691	
1.8216	-0.06081672	
1.8218	-0.06081653	
1.822	-0.06081634	
1.8222	-0.06081615	
1.8224	-0.06081596	
1.8226	-0.06081578	
1.8228	-0.06081559	
1.823	-0.0608154	
1.8232	-0.06081521	
1.8234	-0.06081503	
1.8236	-0.06081484	
1.8238	-0.06081465	
1.824	-0.06081446	
1.8242	-0.06081427	
1.8244	-0.06081408	
1.8246	-0.06081389	
1.8248	-0.0608137	
1.825	-0.06081351	
1.8252	-0.06081332	
1.8254	-0.06081314	
1.8256	-0.06081295	
1.8258	-0.06081276	
1.826	-0.06081257	
1.8262	-0.06081238	
1.8264	-0.06081219	
1.8266	-0.060812	
1.8268	-0.06081181	
1.827	-0.06081162	
1.8272	-0.06081143	
1.8274	-0.06081124	
1.8276	-0.06081105	
1.8278	-0.06081086	
1.828	-0.06081067	
1.8282	-0.06081048	
1.8284	-0.06081029	
1.8286	-0.0608101	
1.8288	-0.06080991	
1.829	-0.06080972	
1.8292	-0.06080953	
1.8294	-0.06080934	
1.8296	-0.06080915	
1.8298	-0.06080896	
1.83	-0.06080877	
1.8302	-0.06080858	
1.8304	-0.06080839	
1.8306	-0.0608082	
1.8308	-0.06080801	
1.831	-0.06080782	
1.8312	-0.06080763	
1.8314	-0.06080744	
1.8316	-0.06080725	
1.8318	-0.06080706	
1.832	-0.06080687	
1.8322	-0.06080668	
1.8324	-0.06080649	
1.8326	-0.06080629	
1.8328	-0.0608061	
1.833	-0.06080591	
1.8332	-0.06080572	
1.8334	-0.06080553	
1.8336	-0.06080534	
1.8338	-0.06080515	
1.834	-0.06080496	
1.8342	-0.06080477	
1.8344	-0.06080457	
1.8346	-0.06080438	
1.8348	-0.06080419	
1.835	-0.060804	
1.8352	-0.06080381	
1.8354	-0.06080361	
1.8356	-0.06080342	
1.8358	-0.06080323	
1.836	-0.06080304	
1.8362	-0.06080285	
1.8364	-0.06080266	
1.8366	-0.06080246	
1.8368	-0.06080227	
1.837	-0.06080208	
1.8372	-0.06080189	
1.8374	-0.0608017	
1.8376	-0.0608015	
1.8378	-0.06080131	
1.838	-0.06080112	
1.8382	-0.06080092	
1.8384	-0.06080073	
1.8386	-0.06080054	
1.8388	-0.06080035	
1.839	-0.06080016	
1.8392	-0.06079996	
1.8394	-0.06079977	
1.8396	-0.06079958	
1.8398	-0.06079939	
1.84	-0.06079919	
1.8402	-0.060799	
1.8404	-0.06079881	
1.8406	-0.06079862	
1.8408	-0.06079842	
1.841	-0.06079823	
1.8412	-0.06079803	
1.8414	-0.06079784	
1.8416	-0.06079765	
1.8418	-0.06079745	
1.842	-0.06079726	
1.8422	-0.06079707	
1.8424	-0.06079688	
1.8426	-0.06079668	
1.8428	-0.06079649	
1.843	-0.06079629	
1.8432	-0.0607961	
1.8434	-0.06079591	
1.8436	-0.06079571	
1.8438	-0.06079552	
1.844	-0.06079533	
1.8442	-0.06079513	
1.8444	-0.06079493	
