Time	(4) t1 deriv	(5) t2 deriv	(6) +de/dt	(7)        -de/dt	
0.5618	-0.06	-0.06	-0.06	-0.06	
0.562	-0.06	-0.06	-0.06	-0.06	
0.5622	-0.06	-0.06	-0.06	-0.06	
0.5624	-0.06	-0.06	-0.06	-0.06	
0.5626	-0.06	-0.06	-0.06	-0.06	
0.5628	-0.06	-0.06	-0.06	-0.06	
0.563	-0.06	-0.06	-0.06	-0.06	
0.5632	-0.06	-0.06	-0.06	-0.06	
0.5634	-0.06	-0.06	-0.06	-0.06	
0.5636	-0.06	-0.06	-0.06	-0.06	
0.5638	-0.06	-0.06	-0.06	-0.06	
0.564	-0.06	-0.06	-0.06	-0.06	
0.5642	-0.06	-0.06	-0.06	-0.06	
0.5644	-0.06	-0.06	-0.06	-0.06	
0.5646	-0.06	-0.06	-0.06	-0.06	
0.5648	-0.06	-0.06	-0.06	-0.06	
0.565	-0.06	-0.06	-0.06	-0.06	
0.5652	-0.06	-0.06	-0.06	-0.06	
0.5654	-0.06	-0.06	-0.06	-0.06	
0.5656	-0.06	-0.06	-0.06	-0.06	
0.5658	-0.06	-0.06	-0.06	-0.06	
0.566	-0.06	-0.06	-0.06	-0.06	
0.5662	-0.06	-0.06	-0.06	-0.06	
0.5664	-0.06	-0.06	-0.06	-0.06	
0.5666	-0.06	-0.06	-0.06	-0.06	
0.5668	-0.06	-0.06	-0.06	-0.06	
0.567	-0.06	-0.06	-0.06	-0.06	
0.5672	-0.06	-0.06	-0.06	-0.06	
0.5674	-0.06	-0.06	-0.06	-0.06	
0.5676	-0.06	-0.06	-0.06	-0.06	
0.5678	-0.06	-0.06	-0.06	-0.06	
0.568	-0.06	-0.06	-0.06	-0.06	
0.5682	-0.06	-0.06	-0.06	-0.06	
0.5684	-0.06	-0.06	-0.06	-0.06	
0.5686	-0.06	-0.06	-0.06	-0.06	
0.5688	-0.06	-0.06	-0.06	-0.06	
0.569	-0.06	-0.06	-0.06	-0.06	
0.5692	-0.06	-0.06	-0.06	-0.06	
0.5694	-0.06	-0.06	-0.06	-0.06	
0.5696	-0.06	-0.06	-0.06	-0.06	
0.5698	-0.06	-0.06	-0.06	-0.06	
0.57	-0.06	-0.06	-0.06	-0.06	
0.5702	-0.06	-0.06	-0.06	-0.06	
0.5704	-0.06	-0.06	-0.06	-0.06	
0.5706	-0.06	-0.06	-0.06	-0.06	
0.5708	-0.06	-0.06	-0.06	-0.06	
0.571	-0.06	-0.06	-0.06	-0.06	
0.5712	-0.06	-0.06	-0.06	-0.06	
0.5714	-0.06	-0.06	-0.06	-0.06	
0.5716	-0.06	-0.06	-0.06	-0.06	
0.5718	-0.06	-0.06	-0.06	-0.06	
0.572	-0.06	-0.06	-0.06	-0.06	
0.5722	-0.06	-0.06	-0.06	-0.06	
0.5724	-0.06	-0.06	-0.06	-0.06	
0.5726	-0.06	-0.06	-0.06	-0.06	
0.5728	-0.06	-0.06	-0.06	-0.06	
0.573	-0.06	-0.06	-0.06	-0.06	
0.5732	-0.06	-0.06	-0.06	-0.06	
0.5734	-0.06	-0.06	-0.06	-0.06	
0.5736	-0.06	-0.06	-0.06	-0.06	
0.5738	-0.06	-0.06	-0.06	-0.06	
0.574	-0.06	-0.06	-0.06	-0.06	
0.5742	-0.06	-0.06	-0.06	-0.06	
0.5744	-0.06	-0.06	-0.06	-0.06	
0.5746	-0.06	-0.06	-0.06	-0.06	
0.5748	-0.06	-0.06	-0.06	-0.06	
0.575	-0.06	-0.06	-0.06	-0.06	
0.5752	-0.06	-0.06	-0.06	-0.06	
0.5754	-0.06	-0.06	-0.06	-0.06	
0.5756	-0.06	-0.06	-0.06	-0.06	
0.5758	-0.06	-0.06	-0.06	-0.06	
0.576	-0.06	-0.06	-0.06	-0.06	
0.5762	-0.06	-0.06	-0.06	-0.06	
0.5764	-0.06	-0.06	-0.06	-0.06	
0.5766	-0.06	-0.06	-0.06	-0.06	
0.5768	-0.06	-0.06	-0.06	-0.06	
0.577	-0.06	-0.06	-0.06	-0.06	
0.5772	-0.06	-0.06	-0.06	-0.06	
0.5774	-0.06	-0.06	-0.06	-0.06	
0.5776	-0.06	-0.06	-0.06	-0.06	
0.5778	-0.06	-0.06	-0.06	-0.06	
0.578	-0.06	-0.06	-0.06	-0.06	
0.5782	-0.06	-0.06	-0.06	-0.06	
0.5784	-0.06	-0.06	-0.06	-0.06	
0.5786	-0.06	-0.06	-0.06	-0.06	
0.5788	-0.06	-0.06	-0.06	-0.06	
0.579	-0.06	-0.06	-0.06	-0.06	
0.5792	-0.06	-0.06	-0.06	-0.06	
0.5794	-0.06	-0.06	-0.06	-0.06	
0.5796	-0.06	-0.06	-0.06	-0.06	
0.5798	-0.06	-0.06	-0.06	-0.06	
0.58	-0.06	-0.06	-0.06	-0.06	
0.5802	-0.06	-0.06	-0.06	-0.06	
0.5804	-0.06	-0.06	-0.06	-0.06	
0.5806	-0.06	-0.06	-0.06	-0.06	
0.5808	-0.06	-0.06	-0.06	-0.06	
0.581	-0.06	-0.06	-0.06	-0.06	
0.5812	-0.06	-0.06	-0.06	-0.06	
0.5814	-0.06	-0.06	-0.06	-0.06	
0.5816	-0.06	-0.06	-0.06	-0.06	
0.5818	-0.06	-0.06	-0.06	-0.06	
0.582	-0.06	-0.06	-0.06	-0.06	
0.5822	-0.06	-0.06	-0.06	-0.06	
0.5824	-0.06	-0.06	-0.06	-0.06	
0.5826	-0.06	-0.06	-0.06	-0.06	
0.5828	-0.06	-0.06	-0.06	-0.06	
0.583	-0.06	-0.06	-0.06	-0.06	
0.5832	-0.06	-0.06	-0.06	-0.06	
0.5834	-0.06	-0.06	-0.06	-0.06	
0.5836	-0.06	-0.06	-0.06	-0.06	
0.5838	-0.06	-0.06	-0.06	-0.06	
0.584	-0.06	-0.06	-0.06	-0.06	
0.5842	-0.06	-0.06	-0.06	-0.06	
0.5844	-0.06	-0.06	-0.06	-0.06	
0.5846	-0.06	-0.06	-0.06	-0.06	
0.5848	-0.06	-0.06	-0.06	-0.06	
0.585	-0.06	-0.06	-0.06	-0.06	
0.5852	-0.06	-0.06	-0.06	-0.06	
0.5854	-0.06	-0.06	-0.06	-0.06	
0.5856	-0.06	-0.06	-0.06	-0.06	
0.5858	-0.06	-0.06	-0.06	-0.06	
0.586	-0.06	-0.06	-0.06	-0.06	
0.5862	-0.06	-0.06	-0.06	-0.06	
0.5864	-0.06	-0.06	-0.06	-0.06	
0.5866	-0.06	-0.06	-0.06	-0.06	
0.5868	-0.06	-0.06	-0.06	-0.06	
0.587	-0.06	-0.06	-0.06	-0.06	
0.5872	-0.06	-0.06	-0.06	-0.06	
0.5874	-0.06	-0.06	-0.06	-0.06	
0.5876	-0.06	-0.06	-0.06	-0.06	
0.5878	-0.06	-0.06	-0.06	-0.06	
0.588	-0.06	-0.06	-0.06	-0.06	
0.5882	-0.06	-0.06	-0.06	-0.06	
0.5884	-0.06	-0.06	-0.06	-0.06	
0.5886	-0.06	-0.06	-0.06	-0.06	
0.5888	-0.06	-0.06	-0.06	-0.06	
0.589	-0.06	-0.06	-0.06	-0.06	
0.5892	-0.06	-0.06	-0.06	-0.06	
0.5894	-0.06	-0.06	-0.06	-0.06	
0.5896	-0.06	-0.06	-0.06	-0.06	
0.5898	-0.06	-0.06	-0.06	-0.06	
0.59	-0.06	-0.06	-0.06	-0.06	
0.5902	-0.06	-0.06	-0.06	-0.06	
0.5904	-0.06	-0.06	-0.06	-0.06	
0.5906	-0.06	-0.06	-0.06	-0.06	
0.5908	-0.06	-0.06	-0.06	-0.06	
0.591	-0.06	-0.06	-0.06	-0.06	
0.5912	-0.06	-0.06	-0.06	-0.06	
0.5914	-0.06	-0.06	-0.06	-0.06	
0.5916	-0.06	-0.06	-0.06	-0.06	
0.5918	-0.06	-0.06	-0.06	-0.06	
0.592	-0.06	-0.06	-0.06	-0.06	
0.5922	-0.06	-0.06	-0.06	-0.06	
0.5924	-0.06	-0.06	-0.06	-0.06	
0.5926	-0.06	-0.06	-0.06	-0.06	
0.5928	-0.06	-0.06	-0.06	-0.06	
0.593	-0.06	-0.06	-0.06	-0.06	
0.5932	-0.06	-0.06	-0.06	-0.06	
0.5934	-0.06	-0.06	-0.06	-0.06	
0.5936	-0.06	-0.06	-0.06	-0.06	
0.5938	-0.06	-0.06	-0.06	-0.06	
0.594	-0.06	-0.06	-0.06	-0.06	
0.5942	-0.06	-0.06	-0.06	-0.06	
0.5944	-0.06	-0.06	-0.06	-0.06	
0.5946	-0.06	-0.06	-0.06	-0.06	
0.5948	-0.06	-0.06	-0.06	-0.06	
0.595	-0.06	-0.06	-0.06	-0.06	
0.5952	-0.06	-0.06	-0.06	-0.06	
0.5954	-0.06	-0.06	-0.06	-0.06	
0.5956	-0.06	-0.06	-0.06	-0.06	
0.5958	-0.06	-0.06	-0.06	-0.06	
0.596	-0.06	-0.06	-0.06	-0.06	
0.5962	-0.06	-0.06	-0.06	-0.06	
0.5964	-0.06	-0.06	-0.06	-0.06	
0.5966	-0.06	-0.06	-0.06	-0.06	
0.5968	-0.06	-0.06	-0.06	-0.06	
0.597	-0.06	-0.06	-0.06	-0.06	
0.5972	-0.06	-0.06	-0.06	-0.06	
0.5974	-0.06	-0.06	-0.06	-0.06	
0.5976	-0.06	-0.06	-0.06	-0.06	
0.5978	-0.06	-0.06	-0.06	-0.06	
0.598	-0.06	-0.06	-0.06	-0.06	
0.5982	-0.06	-0.06	-0.06	-0.06	
0.5984	-0.06	-0.06	-0.06	-0.06	
0.5986	-0.06	-0.06	-0.06	-0.06	
0.5988	-0.06	-0.06	-0.06	-0.06	
0.599	-0.06	-0.06	-0.06	-0.06	
0.5992	-0.06	-0.06	-0.06	-0.06	
0.5994	-0.06	-0.06	-0.06	-0.06	
0.5996	-0.06	-0.06	-0.06	-0.06	
0.5998	-0.06	-0.06	-0.06	-0.06	
0.6	-0.06	-0.06	-0.06	-0.06	
0.6002	-0.06	-0.06	-0.06	-0.06	
0.6004	-0.06	-0.06	-0.06	-0.06	
0.6006	-0.06	-0.06	-0.06	-0.06	
0.6008	-0.06	-0.06	-0.06	-0.06	
0.601	-0.06	-0.06	-0.06	-0.06	
0.6012	-0.06	-0.06	-0.06	-0.06	
0.6014	-0.06	-0.06	-0.06	-0.06	
0.6016	-0.06	-0.06	-0.06	-0.06	
0.6018	-0.06	-0.06	-0.06	-0.06	
0.602	-0.06	-0.06	-0.06	-0.06	
0.6022	-0.06	-0.06	-0.06	-0.06	
0.6024	-0.06	-0.06	-0.06	-0.06	
0.6026	-0.06	-0.06	-0.06	-0.06	
0.6028	-0.06	-0.06	-0.06	-0.06	
0.603	-0.06	-0.06	-0.06	-0.06	
0.6032	-0.06	-0.06	-0.06	-0.06	
0.6034	-0.06	-0.06	-0.06	-0.06	
0.6036	-0.06	-0.06	-0.06	-0.06	
0.6038	-0.06	-0.06	-0.06	-0.06	
0.604	-0.06	-0.06	-0.06	-0.06	
0.6042	-0.06	-0.06	-0.06	-0.06	
0.6044	-0.06	-0.06	-0.06	-0.06	
0.6046	-0.06	-0.06	-0.06	-0.06	
0.6048	-0.06	-0.06	-0.06	-0.06	
0.605	-0.06	-0.06	-0.06	-0.06	
0.6052	-0.06	-0.06	-0.06	-0.06	
0.6054	-0.06	-0.06	-0.06	-0.06	
0.6056	-0.06	-0.06	-0.06	-0.06	
0.6058	-0.06	-0.06	-0.06	-0.06	
0.606	-0.06	-0.06	-0.06	-0.06	
0.6062	-0.06	-0.06	-0.06	-0.06	
0.6064	-0.06	-0.06	-0.06	-0.06	
0.6066	-0.06	-0.06	-0.06	-0.06	
0.6068	-0.06	-0.06	-0.06	-0.06	
0.607	-0.06	-0.06	-0.06	-0.06	
0.6072	-0.06	-0.06	-0.06	-0.06	
0.6074	-0.06	-0.06	-0.06	-0.06	
0.6076	-0.06	-0.06	-0.06	-0.06	
0.6078	-0.06	-0.06	-0.06	-0.06	
0.608	-0.06	-0.06	-0.06	-0.06	
0.6082	-0.06	-0.06	-0.06	-0.06	
0.6084	-0.06	-0.06	-0.06	-0.06	
0.6086	-0.06	-0.06	-0.06	-0.06	
0.6088	-0.06	-0.06	-0.06	-0.06	
0.609	-0.06	-0.06	-0.06	-0.06	
0.6092	-0.06	-0.06	-0.06	-0.06	
0.6094	-0.06	-0.06	-0.06	-0.06	
0.6096	-0.06	-0.06	-0.06	-0.06	
0.6098	-0.06	-0.06	-0.06	-0.06	
0.61	-0.06	-0.06	-0.06	-0.06	
0.6102	-0.06	-0.06	-0.06	-0.06	
0.6104	-0.06	-0.06	-0.06	-0.06	
0.6106	-0.06	-0.06	-0.06	-0.06	
0.6108	-0.06	-0.06	-0.06	-0.06	
0.611	-0.06	-0.06	-0.06	-0.06	
0.6112	-0.06	-0.06	-0.06	-0.06	
0.6114	-0.06	-0.06	-0.06	-0.06	
0.6116	-0.06	-0.06	-0.06	-0.06	
0.6118	-0.06	-0.06	-0.06	-0.06	
0.612	-0.06	-0.06	-0.06	-0.06	
0.6122	-0.06	-0.06	-0.06	-0.06	
0.6124	-0.06	-0.06	-0.06	-0.06	
0.6126	-0.06	-0.06	-0.06	-0.06	
0.6128	-0.06	-0.06	-0.06	-0.06	
0.613	-0.06	-0.06	-0.06	-0.06	
0.6132	-0.06	-0.06	-0.06	-0.06	
0.6134	-0.06	-0.06	-0.06	-0.06	
0.6136	-0.06	-0.06	-0.06	-0.06	
0.6138	-0.06	-0.06	-0.06	-0.06	
0.614	-0.06	-0.06	-0.06	-0.06	
0.6142	-0.06	-0.06	-0.06	-0.06	
0.6144	-0.06	-0.06	-0.06	-0.06	
0.6146	-0.06	-0.06	-0.06	-0.06	
0.6148	-0.06	-0.06	-0.06	-0.06	
0.615	-0.06	-0.06	-0.06	-0.06	
0.6152	-0.06	-0.06	-0.06	-0.06	
0.6154	-0.06	-0.06	-0.06	-0.06	
0.6156	-0.06	-0.06	-0.06	-0.06	
0.6158	-0.06	-0.06	-0.06	-0.06	
0.616	-0.06	-0.06	-0.06	-0.06	
0.6162	-0.06	-0.06	-0.06	-0.06	
0.6164	-0.06	-0.06	-0.06	-0.06	
0.6166	-0.06	-0.06	-0.06	-0.06	
0.6168	-0.06	-0.06	-0.06	-0.06	
0.617	-0.06	-0.06	-0.06	-0.06	
0.6172	-0.06	-0.06	-0.06	-0.06	
0.6174	-0.06	-0.06	-0.06	-0.06	
0.6176	-0.06	-0.06	-0.06	-0.06	
0.6178	-0.06	-0.06	-0.06	-0.06	
0.618	-0.06	-0.06	-0.06	-0.06	
0.6182	-0.06	-0.06	-0.06	-0.06	
0.6184	-0.06	-0.06	-0.06	-0.06	
0.6186	-0.06	-0.06	-0.06	-0.06	
0.6188	-0.06	-0.06	-0.06	-0.06	
0.619	-0.06	-0.06	-0.06	-0.06	
0.6192	-0.06	-0.06	-0.06	-0.06	
0.6194	-0.06	-0.06	-0.06	-0.06	
0.6196	-0.06	-0.06	-0.06	-0.06	
0.6198	-0.06	-0.06	-0.06	-0.06	
0.62	-0.06	-0.06	-0.06	-0.06	
0.6202	-0.06	-0.06	-0.06	-0.06	
0.6204	-0.06	-0.06	-0.06	-0.06	
0.6206	-0.06	-0.06	-0.06	-0.06	
0.6208	-0.06	-0.06	-0.06	-0.06	
0.621	-0.06	-0.06	-0.06	-0.06	
0.6212	-0.06	-0.06	-0.06	-0.06	
0.6214	-0.06	-0.06	-0.06	-0.06	
0.6216	-0.06	-0.06	-0.06	-0.06	
0.6218	-0.06	-0.06	-0.06	-0.06	
0.622	-0.06	-0.06	-0.06	-0.06	
0.6222	-0.06	-0.06	-0.06	-0.06	
0.6224	-0.06	-0.06	-0.06	-0.06	
0.6226	-0.06	-0.06	-0.06	-0.06	
0.6228	-0.06	-0.06	-0.06	-0.06	
0.623	-0.06	-0.06	-0.06	-0.06	
0.6232	-0.06	-0.06	-0.06	-0.06	
0.6234	-0.06	-0.06	-0.06	-0.06	
0.6236	-0.06	-0.06	-0.06	-0.06	
0.6238	-0.06	-0.06	-0.06	-0.06	
0.624	-0.06	-0.06	-0.06	-0.06	
0.6242	-0.06	-0.06	-0.06	-0.06	
0.6244	-0.06	-0.06	-0.06	-0.06	
0.6246	-0.06	-0.06	-0.06	-0.06	
0.6248	-0.06	-0.06	-0.06	-0.06	
0.625	-0.06	-0.06	-0.06	-0.06	
0.6252	-0.06	-0.06	-0.06	-0.06	
0.6254	-0.06	-0.06	-0.06	-0.06	
0.6256	-0.06	-0.06	-0.06	-0.06	
0.6258	-0.06	-0.06	-0.06	-0.06	
0.626	-0.06	-0.06	-0.06	-0.06	
0.6262	-0.06	-0.06	-0.06	-0.06	
0.6264	-0.06	-0.06	-0.06	-0.06	
0.6266	-0.06	-0.06	-0.06	-0.06	
0.6268	-0.06	-0.06	-0.06	-0.06	
0.627	-0.06	-0.06	-0.06	-0.06	
0.6272	-0.06	-0.06	-0.06	-0.06	
0.6274	-0.06	-0.06	-0.06	-0.06	
0.6276	-0.06	-0.06	-0.06	-0.06	
0.6278	-0.06	-0.06	-0.06	-0.06	
0.628	-0.06	-0.06	-0.06	-0.06	
0.6282	-0.06	-0.06	-0.06	-0.06	
0.6284	-0.06	-0.06	-0.06	-0.06	
0.6286	-0.06	-0.06	-0.06	-0.06	
0.6288	-0.06	-0.06	-0.06	-0.06	
0.629	-0.06	-0.06	-0.06	-0.06	
0.6292	-0.06	-0.06	-0.06	-0.06	
0.6294	-0.06	-0.06	-0.06	-0.06	
0.6296	-0.06	-0.06	-0.06	-0.06	
0.6298	-0.06	-0.06	-0.06	-0.06	
0.63	-0.06	-0.06	-0.06	-0.06	
0.6302	-0.06	-0.06	-0.06	-0.06	
0.6304	-0.06	-0.06	-0.06	-0.06	
0.6306	-0.06	-0.06	-0.06	-0.06	
0.6308	-0.06	-0.06	-0.06	-0.06	
0.631	-0.06	-0.06	-0.06	-0.06	
0.6312	-0.06	-0.06	-0.06	-0.06	
0.6314	-0.06	-0.06	-0.06	-0.06	
0.6316	-0.06	-0.06	-0.06	-0.06	
0.6318	-0.06	-0.06	-0.06	-0.06	
0.632	-0.06	-0.06	-0.06	-0.06	
0.6322	-0.06	-0.06	-0.06	-0.06	
0.6324	-0.06	-0.06	-0.06	-0.06	
0.6326	-0.06	-0.06	-0.06	-0.06	
0.6328	-0.06	-0.06	-0.06	-0.06	
0.633	-0.06	-0.06	-0.06	-0.06	
0.6332	-0.06	-0.06	-0.06	-0.06	
0.6334	-0.06	-0.06	-0.06	-0.06	
0.6336	-0.06	-0.06	-0.06	-0.06	
0.6338	-0.06	-0.06	-0.06	-0.06	
0.634	-0.06	-0.06	-0.06	-0.06	
0.6342	-0.06	-0.06	-0.06	-0.06	
0.6344	-0.06	-0.06	-0.06	-0.06	
0.6346	-0.06	-0.06	-0.06	-0.06	
0.6348	-0.06	-0.06	-0.06	-0.06	
0.635	-0.06	-0.06	-0.06	-0.06	
0.6352	-0.06	-0.06	-0.06	-0.06	
0.6354	-0.06	-0.06	-0.06	-0.06	
0.6356	-0.06	-0.06	-0.06	-0.06	
0.6358	-0.06	-0.06	-0.06	-0.06	
0.636	-0.06	-0.06	-0.06	-0.06	
0.6362	-0.06	-0.06	-0.06	-0.06	
0.6364	-0.06	-0.06	-0.06	-0.06	
0.6366	-0.06	-0.06	-0.06	-0.06	
0.6368	-0.06	-0.06	-0.06	-0.06	
0.637	-0.06	-0.06	-0.06	-0.06	
0.6372	-0.06	-0.06	-0.06	-0.06	
0.6374	-0.06	-0.06	-0.06	-0.06	
0.6376	-0.06	-0.06	-0.06	-0.06	
0.6378	-0.06	-0.06	-0.06	-0.06	
0.638	-0.06	-0.06	-0.06	-0.06	
0.6382	-0.06	-0.06	-0.06	-0.06	
0.6384	-0.06	-0.06	-0.06	-0.06	
0.6386	-0.06	-0.06	-0.06	-0.06	
0.6388	-0.06	-0.06	-0.06	-0.06	
0.639	-0.06	-0.06	-0.06	-0.06	
0.6392	-0.06	-0.06	-0.06	-0.06	
0.6394	-0.06	-0.06	-0.06	-0.06	
0.6396	-0.06	-0.06	-0.06	-0.06	
0.6398	-0.06	-0.06	-0.06	-0.06	
0.64	-0.06	-0.06	-0.06	-0.06	
0.6402	-0.06	-0.06	-0.06	-0.06	
0.6404	-0.06	-0.06	-0.06	-0.06	
0.6406	-0.06	-0.06	-0.06	-0.06	
0.6408	-0.06	-0.06	-0.06	-0.06	
0.641	-0.06	-0.06	-0.06	-0.06	
0.6412	-0.06	-0.06	-0.06	-0.06	
0.6414	-0.06	-0.06	-0.06	-0.06	
0.6416	-0.06	-0.06	-0.06	-0.06	
0.6418	-0.06	-0.06	-0.06	-0.06	
0.642	-0.06	-0.06	-0.06	-0.06	
0.6422	-0.06	-0.06	-0.06	-0.06	
0.6424	-0.06	-0.06	-0.06	-0.06	
0.6426	-0.06	-0.06	-0.06	-0.06	
0.6428	-0.06	-0.06	-0.06	-0.06	
0.643	-0.06	-0.06	-0.06	-0.06	
0.6432	-0.06	-0.06	-0.06	-0.06	
0.6434	-0.06	-0.06	-0.06	-0.06	
0.6436	-0.06	-0.06	-0.06	-0.06	
0.6438	-0.06	-0.06	-0.06	-0.06	
0.644	-0.06	-0.06	-0.06	-0.06	
0.6442	-0.06	-0.06	-0.06	-0.06	
0.6444	-0.06	-0.06	-0.06	-0.06	
0.6446	-0.06	-0.06	-0.06	-0.06	
0.6448	-0.06	-0.06	-0.06	-0.06	
0.645	-0.06	-0.06	-0.06	-0.06	
0.6452	-0.06	-0.06	-0.06	-0.06	
0.6454	-0.06	-0.06	-0.06	-0.06	
0.6456	-0.06	-0.06	-0.06	-0.06	
0.6458	-0.06	-0.06	-0.06	-0.06	
0.646	-0.06	-0.06	-0.06	-0.06	
0.6462	-0.06	-0.06	-0.06	-0.06	
0.6464	-0.06	-0.06	-0.06	-0.06	
0.6466	-0.06	-0.06	-0.06	-0.06	
0.6468	-0.06	-0.06	-0.06	-0.06	
0.647	-0.06	-0.06	-0.06	-0.06	
0.6472	-0.06	-0.06	-0.06	-0.06	
0.6474	-0.06	-0.06	-0.06	-0.06	
0.6476	-0.06	-0.06	-0.06	-0.06	
0.6478	-0.06	-0.06	-0.06	-0.06	
0.648	-0.06	-0.06	-0.06	-0.06	
0.6482	-0.06	-0.06	-0.06	-0.06	
0.6484	-0.06	-0.06	-0.06	-0.06	
0.6486	-0.06	-0.06	-0.06	-0.06	
0.6488	-0.06	-0.06	-0.06	-0.06	
0.649	-0.06	-0.06	-0.06	-0.06	
0.6492	-0.06	-0.06	-0.06	-0.06	
0.6494	-0.06	-0.06	-0.06	-0.06	
0.6496	-0.06	-0.06	-0.06	-0.06	
0.6498	-0.06	-0.06	-0.06	-0.06	
0.65	-0.06	-0.06	-0.06	-0.06	
0.6502	-0.06	-0.06	-0.06	-0.06	
0.6504	-0.06	-0.06	-0.06	-0.06	
0.6506	-0.06	-0.06	-0.06	-0.06	
0.6508	-0.06	-0.06	-0.06	-0.06	
0.651	-0.06	-0.06	-0.06	-0.06	
0.6512	-0.06	-0.06	-0.06	-0.06	
0.6514	-0.06	-0.06	-0.06	-0.06	
0.6516	-0.06	-0.06	-0.06	-0.06	
0.6518	-0.06	-0.06	-0.06	-0.06	
0.652	-0.06	-0.06	-0.06	-0.06	
0.6522	-0.06	-0.06	-0.06	-0.06	
0.6524	-0.06	-0.06	-0.06	-0.06	
0.6526	-0.06	-0.06	-0.06	-0.06	
0.6528	-0.06	-0.06	-0.06	-0.06	
0.653	-0.06	-0.06	-0.06	-0.06	
0.6532	-0.06	-0.06	-0.06	-0.06	
0.6534	-0.06	-0.06	-0.06	-0.06	
0.6536	-0.06	-0.06	-0.06	-0.06	
0.6538	-0.06	-0.06	-0.06	-0.06	
0.654	-0.06	-0.06	-0.06	-0.06	
0.6542	-0.06	-0.06	-0.06	-0.06	
0.6544	-0.06	-0.06	-0.06	-0.06	
0.6546	-0.06	-0.06	-0.06	-0.06	
0.6548	-0.06	-0.06	-0.06	-0.06	
0.655	-0.06	-0.06	-0.06	-0.06	
0.6552	-0.06	-0.06	-0.06	-0.06	
0.6554	-0.06	-0.06	-0.06	-0.06	
0.6556	-0.06	-0.06	-0.06	-0.06	
0.6558	-0.06	-0.06	-0.06	-0.06	
0.656	-0.06	-0.06	-0.06	-0.06	
0.6562	-0.06	-0.06	-0.06	-0.06	
0.6564	-0.06	-0.06	-0.06	-0.06	
0.6566	-0.06	-0.06	-0.06	-0.06	
0.6568	-0.06	-0.06	-0.06	-0.06	
0.657	-0.06	-0.06	-0.06	-0.06	
0.6572	-0.06	-0.06	-0.06	-0.06	
0.6574	-0.06	-0.06	-0.06	-0.06	
0.6576	-0.06	-0.06	-0.06	-0.06	
0.6578	-0.06	-0.06	-0.06	-0.06	
0.658	-0.06	-0.06	-0.06	-0.06	
0.6582	-0.06	-0.06	-0.06	-0.06	
0.6584	-0.06	-0.06	-0.06	-0.06	
0.6586	-0.06	-0.06	-0.06	-0.06	
0.6588	-0.06	-0.06	-0.06	-0.06	
0.659	-0.06	-0.06	-0.06	-0.06	
0.6592	-0.06	-0.06	-0.06	-0.06	
0.6594	-0.06	-0.06	-0.06	-0.06	
0.6596	-0.06	-0.06	-0.06	-0.06	
0.6598	-0.06	-0.06	-0.06	-0.06	
0.66	-0.06	-0.06	-0.06	-0.06	
0.6602	-0.06	-0.06	-0.06	-0.06	
0.6604	-0.06	-0.06	-0.06	-0.06	
0.6606	-0.06	-0.06	-0.06	-0.06	
0.6608	-0.06	-0.06	-0.06	-0.06	
0.661	-0.06	-0.06	-0.06	-0.06	
0.6612	-0.06	-0.06	-0.06	-0.06	
0.6614	-0.06	-0.06	-0.06	-0.06	
0.6616	-0.06	-0.06	-0.06	-0.06	
0.6618	-0.06	-0.06	-0.06	-0.06	
0.662	-0.06	-0.06	-0.06	-0.06	
0.6622	-0.06	-0.06	-0.06	-0.06	
0.6624	-0.06	-0.06	-0.06	-0.06	
0.6626	-0.06	-0.06	-0.06	-0.06	
0.6628	-0.06	-0.06	-0.06	-0.06	
0.663	-0.06	-0.06	-0.06	-0.06	
0.6632	-0.06	-0.06	-0.06	-0.06	
0.6634	-0.06	-0.06	-0.06	-0.06	
0.6636	-0.06	-0.06	-0.06	-0.06	
0.6638	-0.06	-0.06	-0.06	-0.06	
0.664	-0.06	-0.06	-0.06	-0.06	
0.6642	-0.06	-0.06	-0.06	-0.06	
0.6644	-0.06	-0.06	-0.06	-0.06	
0.6646	-0.06	-0.06	-0.06	-0.06	
0.6648	-0.06	-0.06	-0.06	-0.06	
0.665	-0.06	-0.06	-0.06	-0.06	
0.6652	-0.06	-0.06	-0.06	-0.06	
0.6654	-0.06	-0.06	-0.06	-0.06	
0.6656	-0.06	-0.06	-0.06	-0.06	
0.6658	-0.06	-0.06	-0.06	-0.06	
0.666	-0.06	-0.06	-0.06	-0.06	
0.6662	-0.06	-0.06	-0.06	-0.06	
0.6664	-0.06	-0.06	-0.06	-0.06	
0.6666	-0.06	-0.06	-0.06	-0.06	
0.6668	-0.06	-0.06	-0.06	-0.06	
0.667	-0.06	-0.06	-0.06	-0.06	
0.6672	-0.06	-0.06	-0.06	-0.06	
0.6674	-0.06	-0.06	-0.06	-0.06	
0.6676	-0.06	-0.06	-0.06	-0.06	
0.6678	-0.06	-0.06	-0.06	-0.06	
0.668	-0.06	-0.06	-0.06	-0.06	
0.6682	-0.06	-0.06	-0.06	-0.06	
0.6684	-0.06	-0.06	-0.06	-0.06	
0.6686	-0.06	-0.06	-0.06	-0.06	
0.6688	-0.06	-0.06	-0.06	-0.06	
0.669	-0.06	-0.06	-0.06	-0.06	
0.6692	-0.06	-0.06	-0.06	-0.06	
0.6694	-0.06	-0.06	-0.06	-0.06	
0.6696	-0.06	-0.06	-0.06	-0.06	
